Id,SalePrice
1461,109941.664
1462,137259.3
1463,176357.75
1464,177566.94
1465,189818.89
1466,187987.31
1467,164370.95
1468,180467.12
1469,194569.55
1470,116371.74
1471,185017.61
1472,92421.28
1473,92800.44
1474,158157.98
1475,132505.47
1476,382331.38
1477,277274.03
1478,331953.6
1479,318640.5
1480,422234.72
1481,299769.8
1482,225335.36
1483,195037.34
1484,167971.64
1485,162239.81
1486,208330.97
1487,382396.28
1488,245234.05
1489,202003.94
1490,202664.25
1491,180460.23
1492,98725.56
1493,184820.62
1494,296372.62
1495,265159.97
1496,221917.4
1497,192384.19
1498,147078.9
1499,146628.23
1500,145202.17
1501,171605.38
1502,152301.1
1503,335680.8
1504,209665.81
1505,223268.14
1506,175587.95
1507,261361.44
1508,187426.47
1509,168277.88
1510,152124.42
1511,161839.75
1512,172450.44
1513,156385.16
1514,159495.75
1515,218068.05
1516,149366.02
1517,147978.66
1518,123745.43
1519,212880.84
1520,136154.77
1521,142553.5
1522,172465.06
1523,127470.72
1524,119294.23
1525,117681.98
1526,122584.0
1527,106023.68
1528,133928.5
1529,149747.39
1530,149268.75
1531,118551.15
1532,98071.78
1533,143008.16
1534,122476.6
1535,147513.11
1536,115122.31
1537,59525.25
1538,159221.73
1539,157434.45
1540,118571.05
1541,157536.12
1542,134449.6
1543,258551.11
1544,69719.68
1545,88322.24
1546,105047.625
1547,113585.18
1548,125527.266
1549,106679.8
1550,133814.36
1551,127161.48
1552,145026.4
1553,130377.04
1554,135076.14
1555,174995.16
1556,117382.37
1557,131179.12
1558,82984.28
1559,78961.24
1560,134036.47
1561,129719.09
1562,126092.38
1563,115705.77
1564,159729.25
1565,148363.86
1566,213494.03
1567,77902.266
1568,211134.0
1569,104846.75
1570,124727.39
1571,130825.67
1572,147712.88
1573,211598.8
1574,158477.92
1575,205223.39
1576,225157.48
1577,195611.08
1578,130734.51
1579,146996.73
1580,184330.22
1581,153214.22
1582,130399.055
1583,310591.72
1584,255122.25
1585,142431.33
1586,77105.34
1587,104528.46
1588,142957.72
1589,106691.195
1590,130644.516
1591,109039.695
1592,133242.72
1593,103339.74
1594,110683.44
1595,125210.19
1596,254333.73
1597,183132.42
1598,184528.97
1599,175199.55
1600,195090.53
1601,60204.977
1602,108168.555
1603,41875.973
1604,272967.5
1605,237836.39
1606,163265.62
1607,209383.86
1608,201735.19
1609,202566.1
1610,160943.03
1611,134196.36
1612,196148.33
1613,164214.42
1614,118591.96
1615,74690.945
1616,74690.945
1617,82204.4
1618,132029.8
1619,132947.48
1620,226270.6
1621,136500.61
1622,136305.88
1623,239629.75
1624,198915.98
1625,120862.266
1626,151718.61
1627,181626.36
1628,265521.84
1629,175059.92
1630,357936.8
1631,228198.2
1632,257132.28
1633,168125.98
1634,184790.66
1635,184418.14
1636,173591.12
1637,188491.2
1638,224188.58
1639,163276.38
1640,260505.62
1641,159922.67
1642,219477.81
1643,227318.5
1644,222971.31
1645,181733.77
1646,160780.58
1647,160705.47
1648,153532.64
1649,135812.39
1650,117373.63
1651,125164.94
1652,92915.2
1653,92334.68
1654,162104.36
1655,158853.48
1656,152630.42
1657,166721.06
1658,158833.03
1659,124296.36
1660,149794.67
1661,452532.3
1662,413353.84
1663,392382.53
1664,406149.03
1665,376995.94
1666,280235.22
1667,374334.4
1668,379689.75
1669,308682.66
1670,383291.9
1671,275350.4
1672,401256.1
1673,305300.6
1674,270898.53
1675,198523.5
1676,191837.66
1677,228703.42
1678,419003.2
1679,333360.9
1680,317217.88
1681,305670.88
1682,322216.1
1683,178424.34
1684,174294.47
1685,171105.97
1686,184123.6
1687,161637.67
1688,184958.16
1689,182758.0
1690,183981.77
1691,177485.48
1692,262624.97
1693,162239.81
1694,179183.16
1695,169920.52
1696,266150.6
1697,163786.95
1698,332698.4
1699,333647.78
1700,246220.17
1701,259757.2
1702,276856.53
1703,275591.6
1704,262024.03
1705,245483.03
1706,419913.28
1707,231673.55
1708,199162.73
1709,299605.2
1710,215667.5
1711,214463.56
1712,262331.84
1713,238282.27
1714,212951.3
1715,192923.42
1716,186619.56
1717,150542.23
1718,133244.62
1719,201877.61
1720,231866.28
1721,172920.45
1722,131412.12
1723,165502.38
1724,205888.72
1725,235966.17
1726,194941.77
1727,180951.73
1728,185539.2
1729,133085.23
1730,131970.89
1731,136784.42
1732,114404.016
1733,107904.07
1734,131325.31
1735,134465.77
1736,128978.7
1737,310330.28
1738,214217.23
1739,292453.94
1740,262210.53
1741,170861.2
1742,171605.38
1743,177970.25
1744,297422.53
1745,270579.9
1746,207917.14
1747,214443.52
1748,238599.7
1749,163048.73
1750,152122.98
1751,239694.0
1752,105016.266
1753,154339.05
1754,226416.7
1755,167598.64
1756,120373.625
1757,112651.19
1758,145431.95
1759,162684.97
1760,154055.52
1761,143609.23
1762,161193.11
1763,173258.69
1764,124233.54
1765,149399.36
1766,144388.84
1767,185147.34
1768,138443.25
1769,171042.83
1770,142550.1
1771,134218.61
1772,146534.72
1773,130737.75
1774,142184.33
1775,131525.1
1776,120848.445
1777,105252.29
1778,136561.02
1779,108905.52
1780,179335.83
1781,124009.586
1782,88785.88
1783,126505.38
1784,87168.305
1785,117489.09
1786,170786.27
1787,143089.06
1788,69119.875
1789,96992.37
1790,52352.105
1791,197770.08
1792,142565.2
1793,134463.44
1794,164466.9
1795,144879.89
1796,118676.36
1797,124219.68
1798,125631.81
1799,96791.836
1800,128936.9
1801,121674.83
1802,153576.0
1803,173880.89
1804,148263.0
1805,141613.8
1806,141706.06
1807,122071.05
1808,117040.77
1809,106976.78
1810,138281.1
1811,85365.01
1812,105019.375
1813,125371.25
1814,81914.53
1815,63234.508
1816,85946.54
1817,109683.29
1818,123135.05
1819,107439.516
1820,37912.984
1821,123416.6
1822,141861.03
1823,22632.96
1824,161011.2
1825,120768.71
1826,91500.086
1827,102434.97
1828,125819.58
1829,103991.64
1830,148146.55
1831,159000.95
1832,141707.16
1833,124225.25
1834,122385.3
1835,122755.85
1836,136608.56
1837,94099.53
1838,118176.27
1839,102708.68
1840,159449.98
1841,149529.06
1842,105066.95
1843,138877.39
1844,132738.06
1845,130392.33
1846,147306.19
1847,190982.62
1848,69533.69
1849,121147.42
1850,124074.88
1851,134281.61
1852,128312.04
1853,148822.14
1854,167974.67
1855,152012.19
1856,208658.28
1857,121791.734
1858,142121.7
1859,127893.484
1860,167418.62
1861,124304.77
1862,301016.0
1863,301016.0
1864,301016.0
1865,320325.97
1866,378315.16
1867,241418.69
1868,295492.12
1869,188001.64
1870,198947.84
1871,254938.89
1872,179177.0
1873,234155.11
1874,137091.7
1875,188210.81
1876,192829.08
1877,196772.6
1878,225420.9
1879,131170.61
1880,136762.52
1881,228661.12
1882,229014.44
1883,210802.61
1884,222829.92
1885,214096.52
1886,296799.47
1887,222024.08
1888,241322.25
1889,161953.69
1890,133351.16
1891,141643.11
1892,114500.83
1893,121985.62
1894,117700.945
1895,148949.08
1896,103068.49
1897,98775.09
1898,112020.73
1899,147678.94
1900,123872.59
1901,160735.5
1902,127166.555
1903,244685.31
1904,151587.72
1905,174048.47
1906,153601.9
1907,167899.4
1908,122302.35
1909,133130.31
1910,125417.65
1911,169705.11
1912,297707.16
1913,138894.73
1914,39552.695
1915,354457.7
1916,26810.26
1917,278129.2
1918,122405.734
1919,159342.8
1920,163422.33
1921,349477.84
1922,345951.56
1923,205070.98
1924,228457.52
1925,227077.55
1926,342424.62
1927,135314.4
1928,137599.27
1929,112903.4
1930,119238.836
1931,138924.67
1932,147907.12
1933,147266.72
1934,171559.89
1935,160265.9
1936,179163.5
1937,175882.56
1938,188502.72
1939,287901.2
1940,189818.89
1941,180526.16
1942,176119.92
1943,200546.28
1944,342638.28
1945,334857.2
1946,163058.98
1947,340015.9
1948,163303.47
1949,236466.95
1950,177005.77
1951,274945.53
1952,228875.34
1953,172683.14
1954,219628.98
1955,143866.53
1956,325643.56
1957,148719.42
1958,293376.9
1959,165395.55
1960,115673.664
1961,128346.55
1962,92915.2
1963,92334.68
1964,105862.13
1965,157159.62
1966,152570.03
1967,283573.16
1968,371481.53
1969,385290.72
1970,434646.1
1971,476049.2
1972,374439.34
1973,297577.44
1974,316274.5
1975,444092.0
1976,265046.47
1977,385438.44
1978,427160.97
1979,324586.6
1980,201851.62
1981,290974.75
1982,224743.67
1983,224743.67
1984,173500.08
1985,208783.27
1986,201572.31
1987,191152.84
1988,182701.72
1989,202454.27
1990,224544.2
1991,228703.42
1992,198792.53
1993,166238.72
1994,238160.28
1995,186045.23
1996,255472.38
1997,364332.56
1998,337573.0
1999,270465.62
2000,321036.4
2001,254087.66
2002,235900.9
2003,247561.06
2004,254180.45
2005,231899.02
2006,236554.02
2007,253875.22
2008,205946.67
2009,166153.45
2010,179865.94
2011,136211.0
