Id,SalePrice
1461,136181.33
1462,127394.32
1463,191568.61
1464,196470.27
1465,171732.6
1466,177530.28
1467,167310.14
1468,162708.62
1469,173481.44
1470,133364.88
1471,198266.62
1472,97660.98
1473,100290.055
1474,138247.64
1475,107352.4
1476,316556.38
1477,225029.53
1478,269949.0
1479,248364.69
1480,528821.25
1481,305624.5
1482,178646.31
1483,150596.69
1484,156571.64
1485,167054.12
1486,190820.89
1487,368790.06
1488,229811.81
1489,178028.8
1490,242646.86
1491,189737.88
1492,102324.52
1493,192320.33
1494,249601.36
1495,272122.97
1496,225770.1
1497,169932.28
1498,145783.1
1499,142734.31
1500,148013.94
1501,178678.69
1502,143874.66
1503,284646.16
1504,222190.94
1505,217745.75
1506,202720.94
1507,272482.1
1508,207083.92
1509,154616.53
1510,155500.9
1511,158739.53
1512,207067.94
1513,147002.53
1514,158131.66
1515,190009.94
1516,162500.9
1517,152969.31
1518,152996.28
1519,215361.4
1520,138446.9
1521,152583.1
1522,189062.28
1523,114036.97
1524,116390.0
1525,123959.06
1526,107774.31
1527,108512.78
1528,125892.95
1529,153457.53
1530,176156.72
1531,144191.72
1532,100194.67
1533,172237.44
1534,117867.65
1535,162325.8
1536,108544.44
1537,96864.35
1538,135583.05
1539,187718.34
1540,132983.28
1541,156737.31
1542,150463.0
1543,171942.88
1544,82174.3
1545,100979.5
1546,126922.484
1547,128835.2
1548,124859.586
1549,126064.83
1550,134764.14
1551,126812.66
1552,171329.25
1553,150307.36
1554,114184.12
1555,177230.38
1556,107807.63
1557,117503.61
1558,109284.625
1559,116502.74
1560,149909.97
1561,142107.81
1562,129695.94
1563,123959.45
1564,184872.78
1565,159778.52
1566,232492.5
1567,93582.33
1568,250541.28
1569,156894.34
1570,138542.64
1571,122787.13
1572,150741.42
1573,219753.22
1574,144943.1
1575,255091.72
1576,262858.56
1577,168124.3
1578,141892.69
1579,147456.94
1580,189232.62
1581,151300.42
1582,116439.08
1583,340621.78
1584,229253.58
1585,142364.3
1586,62912.594
1587,104034.66
1588,151136.94
1589,126989.2
1590,126460.31
1591,96572.25
1592,128555.22
1593,116114.96
1594,129032.09
1595,137546.34
1596,209728.4
1597,203547.72
1598,181603.0
1599,154869.69
1600,152616.9
1601,77167.18
1602,133713.22
1603,103718.58
1604,255403.92
1605,223089.45
1606,157969.0
1607,198271.42
1608,192831.47
1609,162012.34
1610,142444.81
1611,132048.48
1612,179274.73
1613,177012.12
1614,132332.69
1615,91199.26
1616,81101.38
1617,96066.67
1618,118706.45
1619,137775.84
1620,205928.38
1621,144036.78
1622,145504.23
1623,232779.7
1624,243702.78
1625,126128.74
1626,178735.47
1627,197260.16
1628,256130.81
1629,147926.97
1630,376726.38
1631,180447.94
1632,202695.97
1633,151051.3
1634,177664.9
1635,172092.03
1636,146035.97
1637,236943.86
1638,197500.31
1639,175050.77
1640,230150.94
1641,175972.06
1642,211727.9
1643,212437.81
1644,200396.53
1645,233086.5
1646,163380.11
1647,162335.58
1648,133233.94
1649,142541.6
1650,117907.1
1651,122425.56
1652,96068.29
1653,96856.59
1654,135475.03
1655,142929.1
1656,133330.4
1657,132724.06
1658,139726.1
1659,104201.3
1660,152247.6
1661,399514.22
1662,341529.38
1663,364154.53
1664,518635.9
1665,281712.12
1666,331468.7
1667,343120.62
1668,306717.25
1669,250846.94
1670,310746.88
1671,286910.44
1672,469153.56
1673,279848.62
1674,241752.47
1675,190504.28
1676,195520.11
1677,192740.42
1678,527863.75
1679,377816.78
1680,278447.56
1681,200330.6
1682,290729.84
1683,178761.2
1684,172687.61
1685,174895.62
1686,161219.0
1687,157283.05
1688,186865.03
1689,190114.5
1690,184831.94
1691,173250.97
1692,232225.19
1693,154364.36
1694,177227.19
1695,144360.06
1696,270628.12
1697,149236.3
1698,326888.62
1699,298037.78
1700,240030.88
1701,262818.88
1702,260993.6
1703,232730.08
1704,286636.12
1705,206910.64
1706,483502.0
1707,195892.9
1708,188937.6
1709,261800.78
1710,204046.19
1711,233260.7
1712,242639.06
1713,275298.62
1714,207863.47
1715,195189.31
1716,165898.12
1717,151093.5
1718,121176.734
1719,198307.28
1720,223564.47
1721,158749.81
1722,115363.98
1723,160494.31
1724,200080.42
1725,226999.86
1726,178899.44
1727,153219.75
1728,172461.45
1729,154893.0
1730,147402.5
1731,138967.4
1732,147159.7
1733,127716.305
1734,129720.26
1735,138101.38
1736,122674.336
1737,363799.0
1738,205321.5
1739,252256.52
1740,237731.72
1741,200966.44
1742,162702.81
1743,157852.78
1744,304883.2
1745,189785.7
1746,191774.97
1747,204556.4
1748,253254.69
1749,153477.8
1750,139898.4
1751,243518.28
1752,116757.96
1753,155980.11
1754,212122.66
1755,179611.28
1756,122795.86
1757,115269.44
1758,163518.06
1759,174390.28
1760,168264.5
1761,161798.75
1762,189248.16
1763,171763.06
1764,122892.05
1765,187532.61
1766,218221.67
1767,246618.16
1768,142122.58
1769,163089.84
1770,133271.06
1771,124281.72
1772,145028.81
1773,144247.56
1774,199099.83
1775,131251.25
1776,117721.63
1777,108441.234
1778,136511.88
1779,118043.0
1780,170891.06
