Id,SalePrice
1461,341789600.0
1462,485976060.0
1463,444165150.0
1464,413230140.0
1465,363748400.0
1466,375056960.0
1467,399494430.0
1468,342758370.0
1469,427676060.0
1470,328047170.0
1471,415077340.0
1472,258216560.0
1473,266503490.0
1474,321075840.0
1475,241941660.0
1476,566651460.0
1477,490977800.0
1478,544420160.0
1479,555066750.0
1480,850364600.0
1481,597005200.0
1482,406735420.0
1483,468512220.0
1484,319272640.0
1485,349750080.0
1486,379936700.0
1487,614532800.0
1488,473817200.0
1489,378848450.0
1490,476967140.0
1491,406286460.0
1492,325655870.0
1493,458180400.0
1494,519354180.0
1495,552426000.0
1496,437819650.0
1497,332707900.0
1498,275722560.0
1499,263366370.0
1500,282864130.0
1501,392794000.0
1502,240707460.0
1503,503137020.0
1504,416448500.0
1505,455881630.0
1506,529973150.0
1507,549932300.0
1508,531385500.0
1509,375290340.0
1510,412936670.0
1511,410101500.0
1512,484205950.0
1513,378061120.0
1514,553613000.0
1515,540268540.0
1516,460312100.0
1517,416677630.0
1518,446298080.0
1519,497842850.0
1520,375517760.0
1521,413087040.0
1522,475855600.0
1523,332316930.0
1524,347059070.0
1525,358443140.0
1526,372604300.0
1527,284782080.0
1528,339610560.0
1529,356109300.0
1530,465041540.0
1531,405861380.0
1532,295376640.0
1533,342466400.0
1534,312940800.0
1535,433853500.0
1536,357941660.0
1537,289385660.0
1538,384347520.0
1539,395523200.0
1540,426236030.0
1541,365952600.0
1542,379345800.0
1543,441384400.0
1544,256912770.0
1545,285466180.0
1546,290819740.0
1547,356829380.0
1548,332749100.0
1549,278295870.0
1550,358846720.0
1551,351307000.0
1552,410970020.0
1553,390906000.0
1554,273758370.0
1555,518866270.0
1556,329681300.0
1557,419824770.0
1558,261411000.0
1559,364244670.0
1560,375334370.0
1561,528793300.0
1562,287238300.0
1563,318811840.0
1564,424965760.0
1565,351677340.0
1566,555281000.0
1567,274669800.0
1568,551270800.0
1569,440969300.0
1570,318943650.0
1571,345703200.0
1572,400322750.0
1573,541620700.0
1574,402953860.0
1575,495847100.0
1576,473415940.0
1577,369728000.0
1578,376938370.0
1579,357871500.0
1580,391307170.0
1581,371847260.0
1582,304881250.0
1583,615702340.0
1584,448654720.0
1585,297374050.0
1586,199570110.0
1587,277224600.0
1588,417025860.0
1589,333654660.0
1590,332915040.0
1591,294625630.0
1592,356067900.0
1593,296795140.0
1594,372519740.0
1595,377992220.0
1596,519165300.0
1597,530050980.0
1598,431987330.0
1599,319043230.0
1600,335268480.0
1601,233579340.0
1602,311490300.0
1603,304945900.0
1604,471927500.0
1605,453053900.0
