Id,SalePrice
1461,128963.31
1462,120456.93
1463,98304.54
1464,98186.85
1465,150564.56
1466,163559.34
1467,137540.61
1468,119628.77
1469,167246.55
1470,131233.23
1471,144561.7
1472,166324.48
1473,73335.96
1474,97985.31
1475,117476.555
1476,133325.45
1477,116868.54
1478,155721.4
1479,122494.305
1480,136777.05
1481,131034.016
1482,160065.22
1483,163653.23
1484,144741.69
1485,98113.79
1486,166232.02
1487,150578.52
1488,180181.86
1489,126096.734
1490,141251.33
1491,164857.45
1492,134739.27
1493,132523.98
1494,83169.55
1495,99153.57
1496,146537.73
1497,121804.48
1498,121170.62
1499,66040.23
1500,65579.164
1501,59721.062
1502,112583.23
1503,163401.64
1504,123887.76
1505,119554.164
1506,119576.71
1507,98597.52
1508,59372.258
1509,119470.42
1510,105033.695
1511,132341.31
1512,126332.07
1513,128432.93
1514,102831.305
1515,75229.664
1516,132341.39
1517,115889.55
1518,171579.61
1519,144257.64
1520,94229.25
1521,69989.61
1522,119158.914
1523,157502.48
1524,131021.69
1525,132341.42
1526,132021.92
1527,186590.17
1528,95519.76
1529,76990.34
1530,104248.79
1531,166468.25
1532,132523.98
1533,97732.42
1534,133730.42
1535,92800.914
1536,132341.42
1537,191170.14
1538,159899.78
1539,121630.336
1540,181717.88
1541,130377.49
1542,73039.76
1543,129234.26
1544,129505.05
1545,132341.38
1546,130599.6
1547,57373.535
1548,138939.64
1549,125936.12
1550,116544.3
1551,132341.34
1552,132341.42
1553,170598.67
1554,132341.23
1555,120900.54
1556,132341.42
1557,132523.98
1558,114412.24
1559,132523.98
1560,81979.72
1561,166020.31
1562,108404.125
1563,132681.98
1564,101115.37
1565,97255.38
1566,112319.65
1567,188125.83
1568,90546.26
1569,153437.08
1570,150813.11
1571,140924.28
1572,109762.23
1573,108875.23
1574,127557.984
1575,151323.78
1576,92686.05
1577,118357.76
1578,119542.71
1579,134865.73
1580,116674.98
1581,140216.58
1582,129365.055
1583,145576.58
1584,166352.56
1585,121373.59
1586,137320.86
1587,137808.3
1588,132523.98
1589,168543.02
1590,130938.6
1591,198301.33
1592,92520.22
1593,158296.75
1594,128044.41
1595,148446.05
1596,132340.2
1597,130369.52
1598,73512.0
1599,155191.42
1600,153569.94
1601,94884.59
1602,150527.48
1603,132341.42
1604,132300.52
1605,59060.65
1606,138265.42
1607,131299.7
1608,158042.77
1609,116939.32
1610,167215.02
1611,130613.234
1612,130766.484
1613,168514.98
1614,147432.36
1615,165905.12
1616,212233.14
1617,130084.49
1618,130041.51
1619,134667.55
1620,203098.36
1621,97955.836
1622,132523.98
1623,98059.46
1624,61468.273
1625,81417.76
1626,118227.0
1627,98775.69
1628,96724.414
1629,115165.305
1630,148444.36
1631,158426.8
1632,157757.2
1633,105832.414
1634,119812.45
1635,58053.375
1636,116623.02
1637,159001.6
1638,128095.79
1639,158649.58
1640,94760.29
1641,74092.555
1642,64413.61
1643,125533.52
1644,164998.95
1645,122938.48
1646,80015.04
1647,145182.42
1648,121670.695
1649,130117.82
1650,109540.24
1651,166627.89
1652,130498.68
1653,74327.12
1654,166659.42
1655,70464.445
1656,116802.18
1657,166522.52
1658,166688.38
1659,120148.28
1660,100751.23
1661,97927.734
1662,67732.87
1663,135583.3
1664,156684.98
1665,153504.77
1666,123547.61
1667,61286.902
1668,148765.38
1669,152926.64
1670,142822.53
1671,85605.44
1672,116047.21
1673,165982.67
1674,159163.89
1675,116657.69
1676,146766.11
1677,147082.89
1678,118485.04
1679,144218.58
1680,149999.62
1681,161509.2
1682,81823.96
1683,161980.05
1684,168099.64
1685,167440.33
1686,163935.88
1687,166983.77
1688,166105.61
1689,165867.89
1690,59406.027
1691,99707.055
1692,55755.223
1693,72972.4
1694,58855.734
1695,130811.38
1696,98842.055
1697,130913.695
1698,97921.68
1699,112137.76
1700,89431.1
1701,77194.35
1702,159858.33
1703,163051.2
1704,94784.625
1705,157924.73
1706,103981.6
1707,122950.164
1708,144501.52
1709,141227.4
1710,126759.44
1711,99437.76
