Id,SalePrice
1461,177165700.0
1462,188093000.0
1463,233675420.0
1464,220918720.0
1465,189673600.0
1466,210367900.0
1467,199152020.0
1468,196866160.0
1469,208947620.0
1470,177521400.0
1471,212368910.0
1472,156881040.0
1473,167441180.0
1474,195417280.0
1475,147922850.0
1476,264361090.0
1477,219525180.0
1478,229168110.0
1479,239292860.0
1480,332324900.0
1481,273344300.0
1482,195181380.0
1483,211507460.0
1484,172188210.0
1485,199541540.0
1486,213486940.0
1487,282590240.0
1488,215188770.0
1489,189307100.0
1490,236239740.0
1491,215877380.0
1492,167571310.0
1493,197997150.0
1494,252322400.0
1495,275944600.0
1496,224549070.0
1497,202804540.0
1498,177992750.0
1499,177423580.0
1500,181220640.0
1501,203847140.0
1502,167744210.0
1503,235884860.0
1504,229648850.0
1505,220871540.0
1506,240051000.0
1507,289627500.0
1508,257661300.0
1509,212198200.0
1510,202975100.0
1511,208849120.0
1512,228454530.0
1513,208511260.0
1514,256232340.0
1515,263578770.0
1516,221063550.0
1517,198617600.0
1518,210129900.0
1519,229063660.0
1520,193112050.0
1521,206465060.0
1522,220832600.0
1523,186992910.0
1524,180557180.0
1525,184711200.0
1526,188585120.0
1527,160686020.0
1528,186192930.0
1529,186404620.0
1530,207905760.0
1531,205168720.0
1532,166637730.0
1533,175646450.0
1534,179352420.0
1535,228804420.0
1536,185244290.0
1537,158974850.0
1538,202944350.0
1539,230437920.0
1540,236071800.0
1541,204514720.0
1542,216558370.0
1543,240239570.0
1544,149043200.0
1545,177539580.0
1546,176064530.0
1547,193693950.0
1548,192669400.0
1549,170438240.0
1550,205418540.0
1551,189217920.0
1552,223882080.0
1553,205392160.0
1554,174542450.0
1555,237270720.0
1556,181371520.0
1557,214988660.0
1558,163653150.0
1559,210406850.0
1560,217583200.0
1561,241604770.0
1562,158616420.0
1563,174606600.0
1564,220668690.0
1565,196463580.0
1566,245425200.0
1567,152217540.0
1568,265682270.0
1569,215642640.0
1570,167749860.0
1571,177816510.0
1572,202148770.0
1573,251015410.0
1574,194306620.0
1575,237097820.0
1576,245466240.0
1577,186518600.0
1578,201646960.0
1579,190717840.0
1580,220441920.0
1581,175600770.0
1582,170693040.0
1583,277702940.0
1584,238032510.0
1585,168534820.0
1586,132504930.0
1587,156395420.0
1588,206773520.0
1589,180398000.0
1590,181595620.0
1591,160844510.0
1592,181176420.0
1593,163483700.0
1594,241979740.0
1595,207480350.0
1596,252738060.0
1597,261058370.0
1598,227115170.0
1599,180352450.0
1600,177556060.0
1601,145602530.0
1602,180513580.0
1603,160606880.0
1604,234400670.0
1605,245258200.0
1606,203775870.0
1607,247892060.0
1608,203773630.0
1609,189089800.0
1610,190539170.0
1611,197441660.0
1612,204231400.0
1613,201012700.0
1614,173298050.0
1615,160384960.0
1616,158024450.0
1617,165813000.0
1618,168808290.0
1619,161107620.0
1620,254165260.0
1621,198479520.0
1622,209121020.0
1623,247189150.0
1624,247781500.0
1625,182321200.0
1626,221536800.0
1627,226941860.0
1628,272337060.0
1629,200438960.0
1630,304907620.0
1631,207069340.0
1632,232038880.0
1633,188421460.0
1634,216646830.0
1635,212341940.0
1636,181485440.0
1637,244662620.0
1638,236455170.0
1639,221930270.0
1640,282796860.0
1641,228597800.0
1642,232994300.0
