id,count
0,80.17541
1,224.47906
2,49.170563
4,78.68983
5,65.965775
10,105.460655
11,120.309586
12,236.31744
15,41.26725
17,15.683792
18,210.49693
23,212.40959
25,176.03348
26,64.109924
31,181.19197
39,191.86714
40,40.420345
41,146.21904
42,
43,165.14049
51,203.05098
52,50.675827
54,64.89317
60,139.31816
61,195.28534
62,131.66228
63,38.082233
65,110.52831
66,97.89332
68,191.58916
71,40.143387
80,73.09916
82,
94,167.07118
98,193.26425
101,51.322098
102,147.23843
107,112.71443
112,249.33148
113,40.579742
115,
116,138.54095
120,64.11691
121,34.244083
122,211.78282
132,155.41252
143,40.473297
147,
150,42.242992
151,45.59163
152,191.37596
153,59.3322
155,55.710815
156,114.971886
159,184.3055
161,60.467777
163,55.52464
177,153.81952
186,66.76797
188,49.14233
190,56.769524
191,83.81495
192,180.55357
195,211.78465
200,162.80518
209,192.8004
210,36.547306
211,245.5409
214,150.74156
215,66.91587
218,145.47873
219,31.791666
222,70.37658
225,49.22035
228,226.72061
236,200.91585
241,54.945282
242,160.00798
243,223.3729
245,50.152103
247,210.73523
251,182.29146
252,58.638382
253,41.65408
254,55.627434
258,198.33691
260,
261,183.64993
265,50.819153
266,188.6658
267,203.96422
269,148.13802
270,
275,148.1475
278,52.909237
279,39.24012
286,75.807816
287,49.929157
288,192.70256
289,158.6241
293,56.2862
294,178.81096
297,
302,81.18222
303,46.88618
304,71.36827
307,112.68153
309,49.886234
311,192.99567
312,135.58629
314,188.8675
315,213.54199
319,178.92912
322,135.56543
323,
325,210.7022
327,192.15228
330,43.540554
332,193.49268
333,55.561947
338,130.86667
341,57.797398
345,160.34674
348,139.72676
349,63.464855
350,94.82756
352,
355,40.257946
356,
358,
363,156.77936
369,177.37056
371,44.770996
372,198.62338
375,211.5883
380,197.83153
388,58.882816
391,
392,170.24648
393,204.51578
394,76.22568
396,43.457947
401,48.191658
407,45.08179
409,53.947815
410,120.031654
416,89.34268
418,94.31182
420,175.59009
421,223.70348
422,179.71866
424,224.90842
428,201.19131
429,251.50934
431,158.46455
435,8.362352
439,81.50059
441,30.595154
447,57.84001
449,214.3129
451,198.56569
452,56.467422
454,174.0617
458,227.8706
463,156.10631
467,47.841763
470,142.18073
471,131.89523
474,192.64838
478,63.040195
483,99.1423
484,171.84671
485,53.65171
486,155.15175
491,106.69063
494,77.80761
495,196.87186
497,173.9658
499,219.57216
515,125.29232
518,169.16452
521,71.398155
525,
529,177.97719
532,146.4942
534,49.56854
540,56.695255
544,227.33272
547,175.87152
549,57.676323
563,42.41952
564,192.29155
567,97.9773
572,173.86867
577,194.10211
578,222.3842
585,214.99054
588,213.58508
589,189.4337
590,107.41019
592,52.369854
594,137.75899
596,64.26302
