id,count
0,100.69588
1,233.82726
2,76.55206
4,110.98552
5,109.421814
10,143.80325
11,150.663
12,208.67949
15,76.26564
17,40.84113
18,225.87619
23,218.3838
25,175.00294
26,88.18882
31,202.30614
39,189.53947
40,61.669277
41,146.01703
42,
43,187.08868
51,222.54181
52,71.75073
54,95.918755
60,175.69897
61,195.73431
62,159.92581
63,55.62634
65,149.4555
66,136.3307
68,188.58368
71,63.302692
80,96.421684
82,
94,194.63232
98,211.84143
101,89.66048
102,181.7383
107,114.56532
112,224.19017
113,83.23805
115,
116,173.32057
120,99.93356
121,82.533905
122,230.36037
132,178.46417
143,60.731586
147,
150,74.86251
151,77.01648
152,216.2491
153,101.821915
155,83.45775
156,121.04384
159,205.1059
161,96.257034
163,93.87357
177,184.1036
186,94.5832
188,77.473656
190,91.65584
191,101.7551
192,181.2223
195,217.87503
200,186.03175
209,217.27377
210,76.567764
211,235.52472
214,181.56961
215,96.76891
218,158.15768
219,51.49837
222,111.08636
225,69.2846
228,232.35101
236,216.9581
241,88.56604
242,190.02972
243,230.06458
245,83.08045
247,221.84937
251,198.09106
252,94.46871
253,75.45811
254,82.95614
258,216.56754
260,
261,185.96234
265,78.83208
266,210.96768
267,202.84439
269,178.0037
270,
275,155.38684
278,91.689255
279,62.29305
286,118.23103
287,75.2354
288,209.08667
289,185.06128
293,93.97336
294,186.58038
297,
302,116.93932
303,77.11671
304,115.250534
307,147.3039
309,71.708374
311,210.79448
312,140.6601
314,213.0972
315,223.40936
319,198.15277
322,167.30873
323,
325,192.68909
327,210.90182
330,73.00316
332,208.23534
333,90.37291
338,165.92667
341,85.91719
345,150.82733
348,168.20755
349,107.32034
350,134.47452
352,
355,57.59314
356,
358,
363,184.91663
369,200.36359
371,76.181
372,202.9534
375,224.50366
380,195.48837
388,94.270546
391,
392,190.20454
393,222.79066
394,96.91153
396,72.63179
401,69.65626
407,58.479076
409,94.505226
410,143.56143
416,122.98512
418,134.13586
420,201.45163
421,212.33652
422,201.34174
424,229.08076
428,198.94714
429,214.94244
431,175.71414
435,23.415949
439,121.0529
441,58.828327
447,86.68607
449,201.03403
451,211.66891
452,92.8784
454,182.09265
458,212.41693
463,184.98065
467,81.11055
470,141.16614
471,165.36191
474,214.88985
478,102.32352
483,116.56799
484,167.11942
485,93.068405
486,178.5889
491,134.34946
494,109.36336
495,194.61697
497,188.84695
499,218.01376
515,150.39291
518,194.46869
521,111.98308
525,
529,208.34885
532,181.4002
534,77.433754
540,88.52574
544,228.26251
547,194.3694
549,102.18967
563,66.95939
564,210.15536
567,120.900665
572,167.02223
577,184.66911
578,229.64963
585,215.88849
588,206.5383
589,180.70009
590,145.32681
592,90.38079
594,143.49762
596,83.80341
598,212.50854
599,190.72992
605,95.67081
606,167.78162
607,200.45459
608,201.74644
609,
610,206.72188
611,115.49118
614,
615,184.59459
616,202.54428
617,168.48572
618,194.61255
624,125.44497
629,195.6708
631,109.79448
633,99.21857
637,90.01491
638,156.94696
643,
644,183.02841
645,76.70223
646,181.47308
648,174.78189
650,86.99221
651,110.669655
652,228.90714
656,168.15344
657,104.1888
659,82.90603
660,175.31024
662,156.76178
665,219.03403
675,
681,171.81686
682,193.20935
685,76.913506
686,211.16562
689,83.67151
696,171.17859
703,190.89215
704,133.0145
705,168.79745
714,194.25494
717,84.500824
718,94.12851
720,89.29786
721,224.94836
723,202.46805
726,105.33243
728,190.95502
730,111.41806
731,94.67782
734,231.96463
737,70.31086
738,88.82684
745,213.72845
746,88.701584
749,191.61838
752,79.533875
753,92.12633
758,195.41324
765,100.68131
766,207.42053
