id,count
0,96.381935
1,230.25468
2,81.485306
4,106.483925
5,115.34407
10,140.81493
11,147.17345
12,204.86221
15,70.728645
17,45.67961
18,223.34892
23,216.78491
25,170.17805
26,83.45106
31,200.70389
39,185.47086
40,56.064747
41,152.61513
42,
43,185.44585
51,219.27858
52,66.65554
54,91.163185
60,172.70744
61,191.76068
62,156.30983
63,50.216415
65,147.03732
66,133.31532
68,184.64502
71,57.802906
80,91.169205
82,
94,191.89493
98,209.32191
101,83.43179
102,179.02634
107,122.25065
112,220.36473
113,77.12252
115,
116,171.16286
120,98.08524
121,76.726364
122,227.86752
132,176.15276
143,65.43429
147,
150,69.116165
151,71.872086
152,213.40468
153,97.73866
155,78.27565
156,128.59798
159,203.05403
161,94.5355
163,91.352295
177,181.98676
186,88.990555
188,74.60236
190,88.59489
191,97.31687
192,177.06273
195,214.70354
200,183.49767
209,214.51253
210,70.31374
211,231.01062
214,177.31746
215,91.86327
218,153.27176
219,46.547115
222,109.06447
225,63.97418
228,230.42932
236,214.7706
241,86.51969
242,186.86397
243,227.71913
245,79.86094
247,220.13599
251,194.20566
252,92.29691
253,69.09334
254,78.11038
258,213.74742
260,
261,182.24608
265,75.567245
266,208.33806
267,197.92694
269,175.94609
270,
275,151.75209
278,87.31082
279,56.84582
286,115.15887
287,72.90689
288,207.43382
289,182.16768
293,91.48474
294,181.50049
297,
302,111.40619
303,71.17026
304,121.20077
307,144.15161
309,66.93043
311,207.97969
312,147.15344
314,210.28693
315,221.05804
319,196.4295
322,164.57712
323,
325,187.72357
327,208.76157
330,67.95167
332,206.23045
333,88.08826
338,162.4829
341,80.887245
345,157.54677
348,164.76767
349,104.16767
350,132.49542
352,
355,52.191223
356,
358,
363,181.80733
369,196.82922
371,70.54973
372,198.87515
375,222.69946
380,190.80975
388,91.43698
391,
392,185.84908
393,219.87004
394,92.438705
396,68.665535
401,64.17541
407,53.473785
409,92.024445
410,139.67075
416,117.700806
418,131.67952
420,199.01048
421,208.80928
422,197.62437
424,227.32912
428,194.12846
429,210.75345
431,171.43762
435,27.67732
439,119.3335
441,63.242836
447,81.22155
449,196.98898
451,207.20523
452,88.300255
454,177.23882
458,208.1683
463,182.07175
467,74.90119
470,147.40248
471,163.39044
474,212.78622
478,97.90617
483,111.4803
484,162.75229
485,89.240005
486,175.35635
491,129.304
494,104.13277
495,190.23828
497,185.52135
499,213.68517
515,146.21773
518,191.74551
521,109.77978
525,
529,205.47472
532,178.60481
534,72.21838
540,85.5347
544,226.99332
547,192.67415
549,99.232864
563,61.268
564,206.87306
567,115.74633
572,162.24721
577,180.22708
578,227.28467
585,211.93922
588,202.08531
589,175.66591
590,142.612
592,84.48179
594,149.71358
596,78.55433
598,207.96051
599,188.49234
605,90.64226
606,164.23439
607,196.14594
608,200.07172
609,
610,203.74263
611,110.93143
614,
615,181.09552
616,199.80003
617,165.02196
618,190.91849
624,120.35169
629,192.74136
631,105.64335
633,93.572624
637,84.784775
638,152.2758
643,
644,180.18573
645,71.79246
646,178.28592
648,171.96725
650,83.73934
651,105.66808
652,226.70721
656,165.02223
657,99.78747
659,77.381714
660,170.66203
662,153.7017
665,216.02629
675,
681,170.1494
682,189.18094
685,75.00517
686,208.79231
689,78.48698
696,168.9521
703,187.54382
704,127.857414
705,165.39333
714,192.55812
717,79.69092
718,87.97631
720,86.932365
721,222.10242
723,200.96768
726,99.75752
728,186.57726
730,107.167206
731,90.30216
734,230.42386
737,64.15263
738,85.959885
745,208.9826
746,82.72438
749,189.14015
752,73.706245
753,86.35743
758,193.83183
765,94.2339
766,203.6217
768,74.95388
769,207.46336
774,186.4284
775,129.1582
781,
784,210.2772
794,113.6469
795,222.33519
796,80.25957
802,143.28651
803,114.56518
805,70.813545
806,217.53722
807,138.11354
809,60.96423
810,205.18977
812,95.36266
814,115.33379
818,198.5867
819,218.063
825,7.740043
836,95.91417
839,171.48091
847,217.27472
848,93.635506
851,183.30766
852,181.26447
853,61.984615
857,192.4436
858,101.63211
859,196.85037
861,17.150223
867,152.13324
870,181.71054
871,211.14702
872,229.7836
874,232.21515
881,219.8595
886,176.5898
890,
895,185.57991
899,80.76624
900,207.78474
901,215.6128
902,207.4052
903,93.46344
913,222.86568
918,217.35713
923,170.33801
924,75.69877
926,68.4852
927,87.243324
930,180.16757
934,57.448
937,179.1941
939,149.66408
941,100.728264
942,229.6551
946,203.02243
950,134.9392
953,80.19787
959,64.52098
961,53.90837
962,97.85381
964,115.0652
969,170.84323
971,167.24568
976,75.131165
978,200.64752
980,208.03162
981,180.44514
990,221.3556
993,74.55187
996,87.22317
998,218.94504
999,199.21861
1006,169.33089
1008,81.90884
1013,89.824745
1015,126.07758
1016,169.98447
1022,213.99738
1026,191.83429
1028,217.98906
1031,42.46103
1034,
1037,210.11707
1040,
1042,83.81486
1046,113.168
1048,128.37018
1049,163.07616
1050,
1051,203.2522
1052,206.75287
1055,106.27033
1060,177.24823
1064,111.94488
1066,72.509766
1071,173.4943
1073,82.18294
1089,195.95847
1091,131.38266
1092,74.70865
1093,209.95903
1096,210.03244
1097,183.92018
1098,69.59059
1099,79.824265
1102,218.44977
1107,94.89957
1109,91.92338
1111,62.094822
1112,154.91429
1114,237.25543
1116,209.91786
1117,173.4017
1118,82.43437
1122,
1124,191.54192
1127,109.77307
1133,204.24251
1134,76.89681
1135,168.1787
1139,210.28491
1143,
1150,100.839066
1151,144.99261
1153,214.7905
1155,79.52398
1162,77.36701
1163,184.85732
1166,22.682018
1171,89.319
1172,64.55261
1173,214.92905
1174,102.07339
1177,128.3235
1178,131.66844
1184,98.64301
1185,152.71165
1186,103.29631
1187,207.5253
1188,223.7647
1191,186.46602
1207,136.9958
1213,100.15542
1215,181.69125
1223,209.92514
1227,156.17879
1236,
1237,
1238,111.411
1241,62.72979
1248,89.45652
1250,67.83628
1251,199.35524
1253,111.837845
1255,138.91579
1257,208.41135
1261,119.08145
1262,211.67766
1265,166.77597
1273,217.20018
1277,194.48936
1278,146.29474
1280,100.64681
1284,168.02515
1285,228.29155
1288,100.06496
1295,146.23135
1297,231.88976
1299,216.69339
1304,179.25784
1308,80.91313
1310,131.79099
1311,158.90483
1314,98.51411
1315,143.56392
1318,39.885056
1320,233.34586
1321,209.77296
1322,181.26761
1330,170.84673
1333,200.29225
1334,176.56018
1341,181.68349
1344,159.0791
1351,197.02203
1354,88.52343
1356,
1363,160.0632
1365,190.96544
1369,168.94147
1373,114.18174
1375,159.01093
1377,62.069218
1379,197.00592
1380,206.17897
1381,114.962906
1384,180.0079
1390,199.8327
1393,207.5655
1395,
1399,208.34686
1400,95.63658
1401,120.061485
1404,202.381
1408,82.47722
1409,36.85197
1413,182.64624
1416,201.64851
1418,127.173195
1423,93.86172
1424,65.24727
1425,68.377144
1433,225.62642
1434,179.63391
1436,215.62277
1442,200.11237
1444,70.97671
1445,174.12666
1452,195.62135
1455,200.65663
1462,
1467,42.190205
1472,95.40922
1475,119.65416
1493,155.92998
1501,193.05447
1503,210.2557
1504,219.02678
1505,60.002666
1511,218.19456
1512,
1513,156.5874
1514,110.62917
1528,207.57072
1533,230.23381
1534,70.96389
1536,185.04977
1537,77.62286
1539,141.80165
1550,185.33792
