id,count
0,81.47965
1,203.65999
2,78.14207
4,88.23481
5,110.07355
10,105.88502
11,113.30868
12,199.54623
15,64.265785
17,40.699173
18,189.64113
23,183.4851
25,158.72934
26,68.872826
31,170.69205
39,170.94292
40,44.713947
41,134.81195
42,
43,152.61346
51,186.11707
52,53.507214
54,69.85558
60,141.1709
61,175.41487
62,128.1224
63,30.64671
65,112.92901
66,106.76182
68,170.2659
71,41.24409
80,76.89465
82,
94,164.33894
98,175.0993
101,79.02081
102,149.70108
107,102.6256
112,207.4054
113,72.646515
115,
116,137.51524
120,66.58462
121,68.4186
122,195.13895
132,147.26364
143,55.41254
147,
150,62.444767
151,55.16168
152,181.40338
153,64.494415
155,76.77613
156,99.8145
159,170.70029
161,63.8117
163,59.198177
177,149.34778
186,66.383125
188,42.681866
190,57.22827
191,80.890076
192,164.31471
195,193.20482
200,156.3129
209,181.77905
210,64.36553
211,213.79503
214,151.74222
215,74.947
218,137.89676
219,40.141506
222,76.84709
225,49.500587
228,197.38371
236,181.00562
241,55.25973
242,156.43008
243,192.8074
245,49.939533
247,188.38142
251,169.57155
252,60.526913
253,64.225365
254,68.62561
258,178.86935
260,
261,166.22368
265,42.86924
266,176.58025
267,183.87286
269,143.63719
270,
275,137.39206
278,59.390102
279,46.940853
286,82.885765
287,41.3279
288,174.83014
289,154.50784
293,59.19779
294,166.4689
297,
302,106.30212
303,68.98273
304,114.383644
307,121.86423
309,57.092075
311,179.75156
312,139.9046
314,183.21017
315,186.80377
319,164.1118
322,131.27997
323,
325,178.22374
327,177.11401
330,47.057854
332,173.03955
333,56.153275
338,141.08798
341,78.82549
345,144.88011
348,133.26831
349,71.099205
350,100.82448
352,
355,37.62253
356,
358,
363,151.44914
369,169.00604
371,64.273766
372,179.92526
375,191.08817
380,175.30736
388,57.62556
391,
392,164.18698
393,187.38922
394,82.81614
396,43.27595
401,50.530533
407,18.661554
409,60.220432
410,117.44124
416,104.81574
418,98.64547
420,165.46677
421,194.55685
422,166.76672
424,193.5422
428,180.11855
429,200.72653
431,153.27017
435,21.397757
439,88.25384
441,58.356647
447,62.78618
449,184.11661
451,184.20161
452,65.113884
454,167.69833
458,202.31924
463,158.10086
467,70.494194
470,130.18271
471,131.75858
474,182.48166
478,76.66019
483,95.46923
484,152.81032
485,56.94106
486,154.55067
491,123.93364
494,98.8836
495,178.3087
497,165.51974
499,195.50188
515,122.90507
518,160.03603
521,77.844765
525,
529,173.0043
532,147.24823
534,40.57324
540,51.669613
544,194.0369
547,160.09592
549,66.16341
563,51.503105
564,182.75143
567,106.89281
572,151.73254
577,167.92853
578,192.87805
585,192.87015
588,187.14038
589,166.71823
590,111.12008
592,75.69757
594,128.55397
596,61.829556
598,196.78835
599,156.69606
605,65.88481
606,137.15659
607,175.95532
608,167.37769
609,
610,170.67966
611,80.71244
614,
615,147.51167
616,174.78569
617,137.55426
618,173.06238
624,106.00692
629,164.85942
631,72.978516
633,84.43351
637,58.236362
638,138.85013
643,
644,153.61868
645,50.1896
646,160.30908
648,139.62006
650,51.480778
651,91.96865
652,195.1701
656,139.07173
657,81.23936
659,72.45495
660,158.52425
662,130.0056
665,183.99307
675,
681,139.59607
682,159.27856
685,43.897663
686,174.70128
689,57.35145
696,136.27463
703,167.96924
704,119.49031
705,136.6674
714,160.45071
717,66.406204
718,76.917984
720,54.932068
721,196.734
723,168.19371
726,91.77952
728,176.08598
730,93.167534
731,63.526695
734,196.55383
737,43.064144
738,52.83833
745,191.56189
746,72.61442
749,158.53801
752,61.491318
753,80.23077
758,161.70737
765,84.70229
766,190.07098
768,54.467754
769,174.84738
774,155.6899
775,96.64132
781,
784,180.07037
794,81.547264
795,189.02686
796,53.269806
802,135.50789
803,85.882545
805,59.217354
806,187.43646
807,120.54017
809,46.78547
810,174.07178
812,82.87583
814,103.006546
818,167.36012
819,193.693
825,-1.3124958
836,90.29373
839,149.38684
847,184.5135
848,75.51432
851,171.34654
852,148.36049
853,53.53453
857,158.8526
858,76.3244
859,170.61136
861,9.835698
867,138.11491
870,164.18137
871,180.8887
872,199.08755
874,201.14288
881,185.44037
886,142.73245
890,
895,151.72874
899,56.905567
900,174.19286
901,183.28284
902,174.7491
903,62.605972
913,189.96721
918,183.75912
923,139.72928
924,49.276363
926,40.26312
927,54.369106
930,165.17096
934,42.622498
937,153.63875
939,121.60255
941,67.292694
942,197.6997
946,184.1076
950,120.72741
953,74.05301
959,59.459553
961,38.52442
962,68.384186
964,97.29549
969,163.4396
971,134.06024
976,57.251396
978,167.90474
980,183.10759
981,157.20807
990,192.11813
993,50.745007
996,56.212337
998,203.39536
999,165.306
1006,137.22127
1008,76.75199
1013,56.78158
1015,118.34269
1016,158.90396
1022,187.37961
1026,168.99355
1028,188.3656
1031,41.324783
1034,
1037,177.992
1040,
1042,51.338203
1046,80.83134
1048,106.31461
1049,134.38617
1050,
1051,184.80186
1052,175.92967
1055,93.59845
1060,144.62907
1064,79.75743
1066,64.951004
1071,152.60106
1073,61.760384
1089,181.44899
1091,122.81161
1092,44.214977
1093,178.40048
1096,188.81744
1097,165.20706
1098,37.66344
1099,73.70916
1102,191.00186
1107,82.007385
1109,70.23438
1111,59.1423
1112,122.53957
1114,204.85068
1116,185.23822
1117,162.75499
1118,74.36943
1122,
1124,158.31313
1127,99.42547
1133,194.04083
1134,47.319134
1135,143.19711
1139,191.79626
1143,
1150,86.0575
1151,113.03862
1153,181.88882
1155,48.506634
1162,45.19974
1163,154.95761
1166,14.225742
1171,58.742664
1172,55.96427
1173,182.25389
1174,89.110054
1177,95.686714
1178,114.299736
1184,93.25858
1185,120.84873
1186,80.73841
1187,175.58054
1188,191.96942
1191,152.84296
1207,112.093575
1213,65.80716
1215,162.52213
1223,186.45316
1227,123.102196
1236,
1237,
1238,78.33579
1241,55.243904
1248,56.384117
1250,62.503395
1251,170.16507
1253,100.70736
1255,124.31013
1257,199.49208
1261,106.82979
1262,192.2609
1265,150.33064
1273,184.96155
1277,186.90054
1278,122.250435
1280,97.55424
1284,155.51328
1285,195.1399
1288,80.712814
1295,114.07809
1297,210.27026
1299,183.75385
1304,162.88712
1308,51.683544
1310,118.26652
1311,135.20778
1314,68.38827
1315,119.36168
1318,32.034485
1320,201.05511
1321,183.07312
1322,169.08572
1330,149.56287
1333,167.81252
1334,150.90193
1341,166.12236
1344,127.49389
1351,163.14468
1354,75.23759
1356,
1363,127.84097
1365,180.24442
1369,139.74306
1373,107.75129
1375,128.66997
1377,47.849903
1379,166.69601
1380,193.98325
1381,103.95713
1384,147.21072
1390,171.83481
1393,174.97285
1395,
1399,175.35762
1400,89.52686
1401,85.61056
1404,167.75322
1408,55.189663
1409,28.091175
1413,160.91426
1416,172.65498
1418,114.46834
1423,73.53017
1424,55.484905
1425,61.609783
1433,193.12683
1434,146.27373
1436,181.4987
1442,181.21158
1444,40.047733
1445,155.46889
1452,179.89545
1455,169.30482
1462,
1467,37.20907
1472,63.89343
1475,87.42507
1493,144.52254
1501,160.17229
1503,180.34512
1504,188.04349
1505,46.603676
1511,185.12871
1512,
1513,144.01738
1514,78.09271
1528,186.85732
1533,197.40945
1534,39.15289
1536,166.71718
1537,46.56314
1539,131.31512
1550,180.8941
1552,153.22772
1554,171.41899
1555,186.1511
1556,74.668564
1559,56.416935
1563,172.05893
1566,184.79709
1567,122.12334
1568,49.531986
1571,163.01486
1572,41.791214
1574,
1577,76.208916
1583,83.09602
1585,64.39862
1586,173.26535
1587,172.30774
1596,155.67249
1602,66.989334
1604,86.08988
1605,55.505016
1610,188.49036
1611,124.02217
1616,83.7685
1617,140.11537
1618,63.0928
1622,36.413345
1623,43.528934
1628,185.3699
1631,49.731915
1632,173.482
1633,164.43912
1634,193.07172
1636,174.66199
1637,142.86484
1643,69.94871
1644,133.83414
1646,86.78295
1648,165.98077
1651,75.23519
1656,43.765163
1658,127.699486
1659,43.133373
1665,93.5107
1666,124.57583
1670,81.321815
1674,161.29329
1679,199.28583
1680,195.59906
1683,194.9577
1686,57.368702
1691,133.18277
1693,39.215954
1696,76.08003
1697,119.112816
1703,76.9979
1706,51.716316
1709,166.4012
1710,61.20371
1712,
1713,150.8944
1718,205.18958
1719,167.72952
1722,183.4819
1723,149.95923
1724,191.37231
1728,53.506115
1730,65.980934
1732,40.190037
1737,26.052328
1745,43.328995
1747,73.19106
1748,62.56491
1755,125.12449
1759,74.61874
1761,183.54376
1764,150.15886
1765,170.74484
1766,34.17998
1768,45.683735
1770,56.96983
1771,164.24002
1774,99.307846
1785,150.49619
1788,195.70625
1792,69.4812
1794,159.01782
1797,134.69281
1798,43.580547
1799,195.62827
1802,125.620186
1806,65.16231
1808,61.037468
1810,176.98407
1818,40.759136
1819,195.13678
1820,193.58221
1822,173.71152
1826,194.31161
1827,147.43512
1835,62.13909
1841,107.646095
1842,98.093864
1843,78.969666
1846,34.641773
1849,59.964947
1850,193.73355
1851,96.875725
1857,
1858,161.78598
1860,106.79774
1861,170.48753
1864,83.90906
1869,189.24075
1871,
1872,33.97404
1875,45.106106
1878,197.61023
1879,174.5318
1885,24.905285
1888,84.18491
1889,49.981552
1890,121.33018
1896,122.88009
1897,187.65082
1898,
1900,68.87624
1905,65.35856
1908,84.67955
1909,132.4186
1913,
1918,106.83497
1922,204.22676
1923,151.82397
1925,179.2378
1926,124.56069
1927,200.33812
1930,172.69435
1935,78.48451
1939,89.178474
1942,109.98292
1943,
1948,213.82025
1949,184.36417
1951,118.411995
1953,114.223076
1959,
1963,47.997974
1967,165.2211
1973,176.81265
1975,78.383385
1976,47.004803
1990,111.88842
1993,107.923134
1997,69.14959
1999,152.31053
2001,158.8399
2004,47.38699
2010,119.89038
2013,151.29384
2017,190.28067
2021,112.46195
2023,69.36448
2026,164.31757
2037,67.75808
2039,65.63842
2041,60.75459
2046,43.377407
2050,81.97029
2060,175.49051
2067,120.59938
2069,166.57626
2072,174.43098
2074,175.07428
2079,138.45087
2083,72.99407
2085,88.0713
2087,58.635143
2093,144.79897
2094,52.962208
2097,78.67651
2103,105.10709
2104,
2107,198.11664
2108,44.645557
2110,44.426693
2115,195.009
2117,47.67971
2125,197.30295
2127,198.79538
2133,43.737164
2134,198.93967
2135,124.6845
2141,178.94415
2143,62.05135
2145,36.79458
2146,76.262566
2147,174.21924
2148,
2149,
2165,101.52858
2166,156.03278
2177,92.1856
