id,count
0,106.951355
1,236.05725
2,71.8393
4,121.18689
5,101.03919
10,166.2261
11,171.63853
12,195.12836
15,75.50207
17,40.040543
18,237.13335
23,230.19878
25,164.26784
26,95.05834
31,216.761
39,183.99867
40,66.7982
41,151.84293
42,
43,203.64417
51,233.0751
52,77.76564
54,108.62999
60,192.4835
61,189.72357
62,172.66193
63,69.84323
65,171.51654
66,153.81245
68,181.37822
71,75.33843
80,100.643
82,
94,204.98335
98,225.55861
101,83.18225
102,197.07622
107,127.27296
112,212.98401
113,76.43387
115,
116,191.60893
120,128.41527
121,78.145805
122,241.50574
132,192.94473
143,63.968315
147,
150,73.38923
151,88.38081
152,228.26343
153,129.04514
155,77.99074
156,143.172
159,218.3589
161,125.41099
163,123.17081
177,201.19626
186,105.93252
188,109.297844
190,121.12911
191,108.50124
192,173.75949
195,218.81754
200,196.66743
209,230.02507
210,71.68234
211,224.23541
214,187.61043
215,105.91356
218,155.24385
219,54.570908
222,138.21506
225,77.39964
228,242.54013
236,229.50552
241,118.483
242,202.95749
243,240.3323
245,112.821106
247,233.99153
251,200.48056
252,123.71027
253,72.13543
254,83.731026
258,229.62502
260,
261,183.43066
265,109.75364
266,224.00157
267,191.50403
269,195.57445
270,
275,154.59315
278,114.07435
279,65.67226
286,143.37946
287,106.98009
288,223.1113
289,195.66774
293,123.285095
294,178.70361
297,
302,108.53355
303,71.389656
304,107.985664
307,159.21414
309,77.2606
311,218.69357
312,134.94736
314,221.25044
315,234.82143
319,213.63454
322,184.97575
323,
325,180.04117
327,223.85568
330,87.85981
332,221.28598
333,119.93637
338,174.05045
341,81.196396
345,150.42906
348,185.20117
349,134.36967
350,158.1121
352,
355,66.13658
356,
358,
363,197.60165
369,208.28325
371,74.989876
372,198.67429
375,236.04173
380,186.44746
388,123.44196
391,
392,189.79741
393,233.64635
394,97.24598
396,96.52458
401,76.06209
407,92.148125
409,124.01103
410,151.38005
416,120.95786
418,157.71338
420,215.76877
421,204.23395
422,210.81146
424,240.12566
428,189.47058
429,201.39322
431,174.5579
435,24.82393
439,146.6712
441,55.650356
447,95.61767
449,190.0158
451,211.06502
452,109.19639
454,170.32468
458,196.96436
463,193.20776
467,76.344444
470,144.56908
471,184.69075
474,226.96216
478,116.623
483,119.65539
484,159.03886
485,121.925255
486,183.0969
491,124.20437
494,103.3068
495,183.84932
497,190.44875
499,210.63707
515,158.4797
518,209.21658
521,138.85184
525,
529,222.00798
532,197.5985
534,103.59351
540,118.31174
544,238.70671
547,209.70912
549,130.99771
563,71.019684
564,214.07932
567,114.95279
572,157.90538
577,174.85722
578,240.26932
585,211.06976
588,197.53705
589,167.97484
590,166.1756
592,87.379425
594,151.10371
596,92.10165
598,198.9729
599,204.72345
605,111.3488
606,178.27061
607,197.63898
608,216.6863
609,
610,220.61276
611,135.54594
614,
615,200.73097
616,210.5056
617,180.65784
618,190.43126
624,124.73336
629,207.67686
631,136.40608
633,96.41579
637,109.14663
638,151.20619
643,
644,193.77432
645,93.03019
646,180.83487
648,191.71718
650,116.78444
651,111.64049
652,240.5437
656,179.05034
657,115.97185
659,79.16758
660,167.8941
662,167.70686
665,230.76178
675,
681,190.72398
682,204.7872
685,108.501335
686,224.57512
689,97.67452
696,190.32552
703,190.86559
704,125.72369
705,182.42902
714,210.2674
717,89.946335
718,92.236786
720,119.338554
721,228.1462
723,217.40741
726,100.019875
728,178.76543
730,115.26366
731,115.25629
734,241.99687
737,84.12624
738,118.772354
745,202.7037
746,87.74099
749,205.95491
752,82.19799
753,87.02793
758,211.14305
765,95.36715
766,199.70544
768,94.0438
769,222.21275
774,203.01555
775,155.46422
781,
784,223.50423
794,142.5968
795,236.6533
796,106.23096
802,131.93979
803,140.20699
805,78.716354
806,232.3334
807,144.76212
809,73.7441
810,218.06538
812,101.45678
814,119.472374
818,215.38748
819,222.50053
825,11.500795
836,91.63358
839,179.03406
847,231.58723
848,105.21292
851,177.91318
852,200.08508
853,59.473873
857,210.22375
858,124.614845
859,207.93031
861,16.944098
867,153.80354
870,180.96057
871,226.48692
872,239.89
874,242.1529
881,233.42232
886,196.38937
890,
895,204.10146
899,104.99331
900,224.69037
901,230.89394
902,221.74892
903,125.151276
913,235.89162
918,231.6442
923,188.44286
924,101.52232
926,99.49861
927,119.89717
930,178.77654
934,70.66122
937,189.86203
939,166.87498
941,131.53183
942,241.77934
946,203.41232
950,138.52393
953,83.18607
959,57.019154
961,68.72225
962,123.53768
964,118.6927
969,163.28331
971,188.34
976,91.947395
978,217.19246
980,214.81483
981,188.00568
990,232.58797
993,99.18955
996,119.611046
998,214.03882
999,216.49597
1006,189.32349
1008,82.908394
1013,122.27668
1015,125.03119
1016,164.84787
1022,221.95767
1026,198.0661
1028,228.2068
1031,41.81364
1034,
1037,224.148
1040,
1042,116.86416
1046,142.36424
1048,142.11746
1049,180.53107
1050,
1051,204.67325
1052,222.03114
1055,115.156685
1060,196.82727
1064,141.15244
1066,75.51311
1071,178.91913
1073,99.16518
1089,193.0395
1091,129.8972
1092,108.73826
1093,225.5284
1096,211.49149
1097,186.7678
1098,104.91045
1099,82.07195
1102,228.33818
1107,101.902534
1109,110.00408
1111,57.763523
1112,177.63417
1114,248.1743
1116,219.4519
1117,168.10463
1118,86.47693
1122,
1124,208.65817
1127,111.059006
1133,194.9481
1134,105.19491
1135,179.29855
1139,208.15968
1143,
1150,110.0961
1151,168.90373
1153,229.7852
1155,113.343994
1162,111.87468
1163,201.14291
1166,23.286247
1171,121.668564
1172,72.18859
1173,229.14604
1174,111.49744
1177,154.73567
1178,132.28868
1184,97.506516
1185,175.68933
1186,120.32433
1187,223.02005
1188,236.59511
1191,204.61606
1207,154.02219
1213,131.23558
1215,184.93275
1223,214.29698
1227,178.7525
1236,
1237,
1238,140.34497
1241,67.12896
1248,121.614006
1250,71.51782
1251,211.77016
1253,115.03118
1255,142.0152
1257,197.58516
1261,123.27723
1262,213.70119
1265,168.83507
1273,231.71779
1277,183.26923
1278,157.36053
1280,97.972336
1284,165.86424
1285,242.70523
1288,115.82253
1295,169.95903
1297,231.50526
1299,230.48148
1304,180.7255
1308,112.150024
1310,134.4829
1311,169.83458
1314,129.00119
1315,155.62553
1318,40.492874
1320,245.67717
1321,221.18338
1322,176.23409
1330,178.29117
1333,216.47408
1334,187.71803
1341,179.45956
1344,180.94566
1351,214.67905
1354,88.82774
1356,
1363,181.22183
1365,183.15707
1369,185.29015
1373,112.54039
1375,179.98997
1377,76.406136
1379,209.95476
1380,199.01906
1381,116.051254
1384,199.3783
1390,210.68576
1393,222.79335
1395,
1399,224.5376
1400,96.11541
1401,148.3756
1404,218.93684
1408,106.233315
1409,36.284508
1413,190.40048
1416,215.42046
1418,129.25328
1423,110.38922
1424,75.17738
1425,71.05482
1433,237.63649
1434,199.1589
1436,231.18608
1442,200.11778
1444,104.10187
1445,177.05385
1452,194.94139
1455,216.60478
1462,
1467,36.653072
1472,126.702126
1475,147.2338
1493,151.44131
1501,211.74646
1503,222.24799
1504,232.73775
1505,73.15705
1511,231.78197
1512,
1513,155.51654
1514,139.4288
1528,211.30785
1533,242.39186
1534,106.00389
