ID,Calories_Burned
TEST_0000,186.46036815742818
TEST_0001,211.49726124131453
TEST_0002,58.2396891665928
TEST_0003,176.63095053411593
TEST_0004,234.16039239426652
TEST_0005,189.93424743311138
TEST_0006,106.77266535224089
TEST_0007,50.58676923186426
TEST_0008,90.95094266245263
TEST_0009,62.31569676040425
TEST_0010,136.64715946746833
TEST_0011,59.1620760894934
TEST_0012,16.72768009905889
TEST_0013,184.62803722772892
TEST_0014,250.1760746989372
TEST_0015,14.798835243371776
TEST_0016,111.4521396685471
TEST_0017,140.43170316970358
TEST_0018,169.23749175031557
TEST_0019,8.56859587267008
TEST_0020,56.911781810972386
TEST_0021,100.00889079721166
TEST_0022,27.246784980798072
TEST_0023,97.32556689745213
TEST_0024,21.345863484559324
TEST_0025,140.73580938274688
TEST_0026,113.40858014506446
TEST_0027,199.08551518219278
TEST_0028,130.8271062894354
TEST_0029,107.72530818558126
TEST_0030,28.08759445778551
TEST_0031,259.7653902403756
TEST_0032,61.09533853332185
TEST_0033,54.12616015440824
TEST_0034,132.96410104351054
TEST_0035,126.48479324977762
TEST_0036,39.70640146477654
TEST_0037,139.88332656047194
TEST_0038,13.133564469978257
TEST_0039,139.59651458182645
TEST_0040,217.12250280069398
TEST_0041,181.47291702620427
TEST_0042,158.3453329235663
TEST_0043,65.59387080828309
TEST_0044,72.89899609042035
TEST_0045,58.236449532949386
TEST_0046,88.62652500177883
TEST_0047,208.4597758107738
TEST_0048,152.57269283544662
TEST_0049,141.83737100693475
TEST_0050,12.204810401737218
TEST_0051,119.14995307787397
TEST_0052,172.1716714676668
TEST_0053,104.23440280621394
TEST_0054,73.7475778978219
TEST_0055,98.35462758538351
TEST_0056,177.94771317579517
TEST_0057,20.46402638714518
TEST_0058,33.72810215854797
TEST_0059,106.04793949880701
TEST_0060,43.45117688958096
TEST_0061,117.45758537259631
TEST_0062,95.33165398351528
TEST_0063,55.25387407367959
TEST_0064,40.74326699584155
TEST_0065,144.14604793093358
TEST_0066,242.29540279690355
TEST_0067,137.4234144609049
TEST_0068,109.09244386041992
TEST_0069,49.112342540454016
TEST_0070,139.38065655434912
TEST_0071,30.557457083884195
TEST_0072,10.447651541149764
TEST_0073,163.24789092581875
TEST_0074,36.96936167068852
TEST_0075,96.45322838594569
TEST_0076,67.51790042601264
TEST_0077,71.62057988717858
TEST_0078,51.33132351444252
TEST_0079,201.52100660593155
TEST_0080,181.04947422489397
TEST_0081,147.07380963592706
TEST_0082,101.36293314266969
TEST_0083,112.65814070147847
TEST_0084,66.84977497241465
TEST_0085,191.27766237092612
TEST_0086,136.27365514000542
TEST_0087,19.780120244080983
TEST_0088,157.97257928074055
TEST_0089,48.40901475655923
TEST_0090,45.17509635218721
TEST_0091,39.9096841318007
TEST_0092,26.89965437274458
TEST_0093,212.6845174713002
TEST_0094,6.069812981428476
TEST_0095,11.447589483507016
TEST_0096,259.7522067461388
TEST_0097,137.16952518903565
TEST_0098,213.22538708011783
TEST_0099,185.90755096710998
TEST_0100,14.81124364375111
TEST_0101,108.65913302746534
TEST_0102,202.71407185740617
TEST_0103,176.26283793158376
TEST_0104,71.71973033868163
TEST_0105,179.02926625985552
TEST_0106,39.79695082417495
TEST_0107,22.15466472426894
TEST_0108,199.3669660110474
TEST_0109,30.804082475120783
TEST_0110,121.31688412800794
TEST_0111,198.8818895375884
TEST_0112,51.15722835681224
TEST_0113,160.33349433303852
TEST_0114,61.4958693110436
TEST_0115,87.13019047648282
TEST_0116,84.7636154305595
TEST_0117,66.97522192872457
TEST_0118,15.16142655298958
TEST_0119,7.951623123193261
TEST_0120,204.4840199966811
TEST_0121,55.32413276808118
TEST_0122,46.00086257147195
TEST_0123,20.668095697767633
TEST_0124,34.6023027277123
TEST_0125,110.91032969947982
TEST_0126,49.26041589409984
TEST_0127,60.16823049777393
TEST_0128,108.5139083804046
TEST_0129,83.33798860971842
TEST_0130,64.45261739655714
TEST_0131,205.95015818856427
TEST_0132,73.28855578031211
TEST_0133,151.55133486164087
TEST_0134,112.11616217614481
TEST_0135,75.91769077687192
TEST_0136,77.68143476566227
TEST_0137,70.77599634819983
TEST_0138,195.94544547288658
TEST_0139,24.20542346116877
TEST_0140,117.82498891171342
TEST_0141,17.404040873045894
TEST_0142,118.99759188859919
TEST_0143,44.244323876743515
TEST_0144,12.30163975541146
TEST_0145,36.580182661594144
TEST_0146,171.05482344572363
TEST_0147,89.82694288813283
TEST_0148,121.22242055639255
TEST_0149,96.3899540230407
TEST_0150,45.616090219435044
TEST_0151,86.41675320609454
TEST_0152,74.8095346179084
TEST_0153,21.572464260783484
TEST_0154,103.46327281839116
TEST_0155,60.35529036678507
TEST_0156,145.12817931863728
TEST_0157,43.69605961224958
TEST_0158,210.60002690657294
TEST_0159,43.95911219806645
TEST_0160,135.22404235178934
TEST_0161,108.29042459655881
TEST_0162,122.2870092879424
TEST_0163,157.0037414232216
TEST_0164,61.50401304195766
TEST_0165,34.74753347960692
TEST_0166,45.76583857851367
TEST_0167,138.42685655791482
TEST_0168,220.57610165159795
TEST_0169,122.20882492561151
TEST_0170,79.79994051334077
TEST_0171,86.09070578871359
TEST_0172,6.248691067237132
TEST_0173,92.05623049073284
TEST_0174,17.31899953589618
TEST_0175,50.75841084665424
TEST_0176,9.123363846437314
TEST_0177,64.80654826803153
TEST_0178,188.78693927591422
TEST_0179,198.29197218569516
TEST_0180,47.6962076100131
TEST_0181,89.85733288922839
TEST_0182,74.61503108323778
TEST_0183,123.39468790518923
TEST_0184,136.9922845693376
TEST_0185,89.67603417047114
TEST_0186,13.135476580575826
TEST_0187,53.94176457849842
TEST_0188,174.86339667332805
TEST_0189,7.805842467713481
TEST_0190,42.23760446054195
TEST_0191,7.587483716750092
TEST_0192,175.29749431957893
TEST_0193,47.478496802631625
TEST_0194,186.76956198066827
TEST_0195,116.81121825346258
TEST_0196,7.894144115947561
TEST_0197,235.0682848954758
TEST_0198,5.403715929192801
TEST_0199,10.555149709534623
TEST_0200,9.992959104439993
TEST_0201,142.4631622680798
TEST_0202,27.58678684426852
TEST_0203,45.50847083147092
TEST_0204,105.60514669066797
TEST_0205,98.73219527935885
TEST_0206,165.02767587519702
TEST_0207,98.74372436305642
TEST_0208,16.11118601200343
TEST_0209,71.73319231920433
TEST_0210,64.77779454065139
TEST_0211,212.4782362977995
TEST_0212,170.65744279132812
TEST_0213,17.782463826603117
TEST_0214,52.969770703019904
TEST_0215,69.96600125033785
TEST_0216,94.99893207938894
TEST_0217,155.21161115306705
TEST_0218,46.70351484764311
TEST_0219,106.4652961217319
TEST_0220,181.40870087854128
TEST_0221,71.65283863784116
TEST_0222,150.19363289321836
TEST_0223,205.07020200794472
TEST_0224,82.3392398143483
TEST_0225,35.22668514143293
TEST_0226,73.9022977774041
TEST_0227,144.26432240421212
TEST_0228,62.027599011555594
TEST_0229,7.203798613536545
TEST_0230,63.46049467455554
TEST_0231,54.309682403376335
TEST_0232,70.87017915235339
TEST_0233,84.5382849355067
TEST_0234,13.903186198900412
TEST_0235,54.261125009786646
TEST_0236,138.99361676273827
TEST_0237,20.700949952333804
TEST_0238,159.6801385486807
TEST_0239,21.875171618129244
TEST_0240,18.658474106274138
TEST_0241,199.92344159695082
TEST_0242,96.93880101534168
TEST_0243,11.96922911054409
TEST_0244,46.45031513820887
TEST_0245,79.44553185912508
TEST_0246,46.64639709626471
TEST_0247,135.484269552176
TEST_0248,44.60631004156013
TEST_0249,19.873543094846777
TEST_0250,56.36400301601822
TEST_0251,102.06907433005928
TEST_0252,40.949752808417166
TEST_0253,117.50428982227947
TEST_0254,126.19454219040216
TEST_0255,35.51629629804304
TEST_0256,10.229458260801422
TEST_0257,113.87967431225599
TEST_0258,145.15356857969508
TEST_0259,20.72431695992497
TEST_0260,23.947532871663412
TEST_0261,75.01624284282379
TEST_0262,56.13112807514543
TEST_0263,20.47102175840276
