연도,일시,지점,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
0,01-01 00:00,세천,0.1943127962085308,0.9641666666666667,0.02813299232736573,0.0,0.8109999999999999
0,01-01 01:00,세천,0.19589257503949448,0.9500000000000001,0.023017902813299233,0.0,0.8130000000000001
0,01-01 02:00,세천,0.18799368088467616,0.981388888888889,0.02813299232736573,0.0,0.772
0,01-01 03:00,세천,0.18167456556082148,0.8411111111111111,0.02813299232736573,0.0,0.77
0,01-01 04:00,세천,0.18483412322274884,0.0,0.010230179028132993,0.0,0.7200000000000001
0,01-01 05:00,세천,0.15955766192733017,0.0,0.007672634271099744,0.0,0.746
0,01-01 06:00,세천,0.13586097946287518,0.0,0.0025575447570332483,0.0,0.772
0,01-01 07:00,세천,0.1406003159557662,0.0,0.0025575447570332483,0.0,0.754
0,01-01 08:00,세천,0.21011058451816747,0.0,0.007672634271099744,0.0,0.628
0,01-01 09:00,세천,0.23222748815165878,0.7044444444444444,0.03580562659846547,0.0,0.56
0,01-01 10:00,세천,0.2543443917851501,0.6994444444444445,0.04092071611253197,0.0,0.48500000000000004
0,01-01 11:00,세천,0.26066350710900477,0.0030555555555555557,0.05370843989769821,0.0,0.454
0,01-01 12:00,세천,0.27330173775671407,0.8752777777777778,0.05115089514066496,0.0,0.46799999999999997
0,01-01 13:00,세천,0.2859399684044234,0.8594444444444445,0.043478260869565216,0.0,0.43000000000000005
0,01-01 14:00,세천,0.2875197472353871,0.002777777777777778,0.023017902813299233,0.0,0.43500000000000005
0,01-01 15:00,세천,0.2859399684044234,0.9469444444444444,0.020460358056265986,0.0,0.492
0,01-01 16:00,세천,0.22432859399684046,0.0,0.005115089514066497,0.0,0.5619999999999999
0,01-01 17:00,세천,0.20695102685624012,0.0,0.005115089514066497,0.0,0.617
0,01-01 18:00,세천,0.21642969984202212,0.0,0.007672634271099744,0.0,0.632
0,01-01 19:00,세천,0.23696682464454977,0.0,0.005115089514066497,0.0,0.655
0,01-01 20:00,세천,0.2543443917851501,0.0,0.005115089514066497,0.0,0.6589999999999999
0,01-01 21:00,세천,0.26224328593996843,0.0,0.0,0.0,0.672
0,01-01 22:00,세천,0.2638230647709321,0.0,0.0,0.0,0.687
0,01-01 23:00,세천,0.2685624012638231,0.0,0.0025575447570332483,0.0,0.7000000000000001
0,01-02 00:00,세천,0.26540284360189575,0.0,0.007672634271099744,0.0,0.743
0,01-02 01:00,세천,0.2685624012638231,0.0,0.0,0.0,0.758
0,01-02 02:00,세천,0.2685624012638231,0.0,0.0,0.0,0.761
0,01-02 03:00,세천,0.27014218009478674,0.0,0.005115089514066497,0.0,0.795
0,01-02 04:00,세천,0.2764612954186414,0.0,0.0025575447570332483,0.0,0.7959999999999999
0,01-02 05:00,세천,0.2796208530805687,0.0,0.0025575447570332483,0.0,0.816
0,01-02 06:00,세천,0.28278041074249605,0.0,0.0,0.0,0.833
0,01-02 07:00,세천,0.29383886255924174,0.0,0.0,0.0,0.8109999999999999
0,01-02 08:00,세천,0.3285939968404424,0.0,0.005115089514066497,0.0,0.734
0,01-02 09:00,세천,0.3649289099526067,0.6441666666666667,0.03324808184143223,0.0,0.662
0,01-02 10:00,세천,0.3996840442338073,0.6236111111111111,0.030690537084398974,0.0,0.581
0,01-02 11:00,세천,0.42022116903633494,0.7711111111111112,0.02813299232736573,0.0,0.554
0,01-02 12:00,세천,0.42812006319115326,0.7088888888888889,0.02557544757033248,0.0,0.53
0,01-02 13:00,세천,0.42496050552922593,0.9627777777777778,0.02813299232736573,0.0,0.501
0,01-02 14:00,세천,0.42496050552922593,0.9052777777777777,0.017902813299232736,0.0,0.502
0,01-02 15:00,세천,0.39652448657188,0.0,0.007672634271099744,0.0,0.572
0,01-02 16:00,세천,0.35071090047393366,0.0,0.010230179028132993,0.0,0.6900000000000001
0,01-02 17:00,세천,0.3238546603475514,0.0,0.0,0.0,0.7370000000000001
0,01-02 18:00,세천,0.31121642969984203,0.0,0.0,0.0,0.7689999999999999
0,01-02 19:00,세천,0.29383886255924174,0.0,0.0025575447570332483,0.0,0.7989999999999999
0,01-02 20:00,세천,0.28909952606635075,0.0,0.0,0.0,0.81
0,01-02 21:00,세천,0.28278041074249605,0.0,0.0,0.0,0.8200000000000001
0,01-02 22:00,세천,0.27330173775671407,0.0,0.0,0.0,0.8320000000000001
0,01-02 23:00,세천,0.2638230647709321,0.0,0.0,0.0,0.838
0,01-03 00:00,세천,0.25750394944707744,0.0,0.0,0.0,0.855
0,01-03 01:00,세천,0.2496050552922591,0.0,0.0,0.0,0.86
0,01-03 02:00,세천,0.24486571879936808,0.0,0.0,0.0,0.863
0,01-03 03:00,세천,0.2353870458135861,0.0,0.0,0.0,0.873
0,01-03 04:00,세천,0.23380726698262244,0.0,0.0,0.0,0.8670000000000001
0,01-03 05:00,세천,0.23380726698262244,0.0,0.0,0.0,0.874
0,01-03 06:00,세천,0.22432859399684046,0.0,0.0,0.0,0.8820000000000001
0,01-03 07:00,세천,0.2843601895734597,0.06805555555555556,0.020460358056265986,0.0,0.8720000000000001
0,01-03 08:00,세천,0.3285939968404424,0.010833333333333334,0.020460358056265986,0.0,0.802
0,01-03 09:00,세천,0.3854660347551343,0.8605555555555556,0.015345268542199487,0.0,0.704
0,01-03 10:00,세천,0.42338072669826227,0.2477777777777778,0.01278772378516624,0.0,0.604
0,01-03 11:00,세천,0.4502369668246446,0.27555555555555555,0.02557544757033248,0.0,0.534
0,01-03 12:00,세천,0.46445497630331756,0.946388888888889,0.01278772378516624,0.0,0.473
0,01-03 13:00,세천,0.48815165876777256,0.2991666666666667,0.023017902813299233,0.0,0.483
0,01-03 14:00,세천,0.4786729857819906,0.6691666666666667,0.043478260869565216,0.0,0.543
0,01-03 15:00,세천,0.45181674565560825,0.4469444444444445,0.023017902813299233,0.0,0.612
0,01-03 16:00,세천,0.4312796208530806,0.5522222222222223,0.01278772378516624,0.0,0.6809999999999999
0,01-03 17:00,세천,0.39810426540284366,0.5905555555555556,0.017902813299232736,0.0,0.765
0,01-03 18:00,세천,0.39652448657188,0.0,0.007672634271099744,0.0,0.7959999999999999
0,01-03 19:00,세천,0.38704581358609796,0.0,0.0025575447570332483,0.0,0.8170000000000001
0,01-03 20:00,세천,0.38704581358609796,0.0,0.007672634271099744,0.0,0.8270000000000001
0,01-03 21:00,세천,0.377567140600316,0.0,0.005115089514066497,0.0,0.826
0,01-03 22:00,세천,0.37124802527646134,0.0,0.005115089514066497,0.0,0.8470000000000001
0,01-03 23:00,세천,0.3854660347551343,0.0,0.0025575447570332483,0.0,0.849
0,01-04 00:00,세천,0.39178515007898895,0.0,0.0025575447570332483,0.0,0.8500000000000001
0,01-04 01:00,세천,0.3902053712480253,0.0,0.010230179028132993,0.0,0.865
0,01-04 02:00,세천,0.3949447077409163,0.0,0.0025575447570332483,0.0,0.8620000000000001
0,01-04 03:00,세천,0.401263823064771,0.0,0.005115089514066497,0.0,0.874
0,01-04 04:00,세천,0.39652448657188,0.0,0.005115089514066497,0.0,0.871
0,01-04 05:00,세천,0.40284360189573465,0.0,0.007672634271099744,0.0,0.8450000000000001
0,01-04 06:00,세천,0.406003159557662,0.0,0.0025575447570332483,0.0,0.876
0,01-04 07:00,세천,0.43917851500789895,0.0,0.010230179028132993,0.0,0.8350000000000001
0,01-04 08:00,세천,0.4897314375987362,0.7008333333333334,0.04603580562659847,0.0,0.7939999999999999
0,01-04 09:00,세천,0.4897314375987362,0.6647222222222223,0.03324808184143223,0.0,0.738
0,01-04 10:00,세천,0.5007898894154819,0.5730555555555557,0.0639386189258312,0.0,0.657
0,01-04 11:00,세천,0.5165876777251186,0.6263888888888889,0.06649616368286446,0.0,0.5850000000000001
0,01-04 12:00,세천,0.5292259083728279,0.8877777777777779,0.05370843989769821,0.0,0.5359999999999999
0,01-04 13:00,세천,0.5213270142180095,0.9277777777777778,0.03324808184143223,0.0,0.486
0,01-04 14:00,세천,0.5323854660347552,0.6194444444444445,0.04092071611253197,0.0,0.483
0,01-04 15:00,세천,0.4786729857819906,0.0,0.007672634271099744,0.0,0.591
0,01-04 16:00,세천,0.4360189573459716,0.2922222222222222,0.020460358056265986,0.0,0.718
0,01-04 17:00,세천,0.401263823064771,0.0,0.0025575447570332483,0.0,0.7739999999999999
0,01-04 18:00,세천,0.3949447077409163,0.0,0.005115089514066497,0.0,0.795
0,01-04 19:00,세천,0.3886255924170616,0.0,0.0025575447570332483,0.0,0.8250000000000001
0,01-04 20:00,세천,0.3807266982622433,0.0,0.0025575447570332483,0.0,0.846
0,01-04 21:00,세천,0.3696682464454977,0.0,0.0025575447570332483,0.0,0.859
0,01-04 22:00,세천,0.36176935229067936,0.0,0.005115089514066497,0.0,0.8770000000000001
0,01-04 23:00,세천,0.3522906793048973,0.0,0.0,0.0,0.89
0,01-05 00:00,세천,0.34281200631911535,0.0,0.0,0.0,0.8989999999999999
0,01-05 01:00,세천,0.33807266982622436,0.0,0.0,0.0,0.911
0,01-05 02:00,세천,0.35545023696682465,0.0,0.005115089514066497,0.0,0.9039999999999999
0,01-05 03:00,세천,0.3601895734597157,0.0,0.0025575447570332483,0.0,0.903
0,01-05 04:00,세천,0.3696682464454977,0.0,0.0025575447570332483,0.0,0.8989999999999999
0,01-05 05:00,세천,0.372827804107425,0.0,0.0025575447570332483,0.0,0.887
0,01-05 06:00,세천,0.372827804107425,0.0,0.0025575447570332483,0.0,0.8939999999999999
0,01-05 07:00,세천,0.38704581358609796,0.0,0.0,0.0,0.874
0,01-05 08:00,세천,0.4123222748815166,0.0,0.007672634271099744,0.0,0.849
0,01-05 09:00,세천,0.44865718799368093,0.04027777777777778,0.017902813299232736,0.0,0.7689999999999999
0,01-05 10:00,세천,0.4770932069510269,0.7433333333333334,0.015345268542199487,0.0,0.6920000000000001
0,01-05 11:00,세천,0.4897314375987362,0.001388888888888889,0.030690537084398974,0.0,0.665
0,01-05 12:00,세천,0.4897314375987362,0.010277777777777778,0.030690537084398974,0.0,0.627
0,01-05 13:00,세천,0.49289099526066354,0.9125000000000001,0.020460358056265986,0.0,0.594
