,ID,Book-Rating
0,TEST_000000,4.888
1,TEST_000001,5.742
2,TEST_000002,5.36
3,TEST_000003,5.226
4,TEST_000004,4.956
5,TEST_000005,4.92
6,TEST_000006,4.987
7,TEST_000007,3.977
8,TEST_000008,3.952
9,TEST_000009,4.073
10,TEST_000010,4.91
11,TEST_000011,4.67
12,TEST_000012,4.781
13,TEST_000013,4.403
14,TEST_000014,4.288
15,TEST_000015,4.483
16,TEST_000016,4.582
17,TEST_000017,2.838
18,TEST_000018,2.264
19,TEST_000019,7.825
20,TEST_000020,6.865
21,TEST_000021,4.74
22,TEST_000022,4.337
23,TEST_000023,7.207
24,TEST_000024,5.726
25,TEST_000025,5.011
26,TEST_000026,4.027
27,TEST_000027,2.94
28,TEST_000028,0.284
29,TEST_000029,2.824
30,TEST_000030,1.497
31,TEST_000031,0.28
32,TEST_000032,0.297
33,TEST_000033,0.211
34,TEST_000034,3.574
35,TEST_000035,3.868
36,TEST_000036,4.9
37,TEST_000037,4.754
38,TEST_000038,3.981
39,TEST_000039,4.161
40,TEST_000040,3.705
41,TEST_000041,1.95
42,TEST_000042,2.952
43,TEST_000043,3.026
44,TEST_000044,4.837
45,TEST_000045,3.879
46,TEST_000046,4.107
47,TEST_000047,5.179
48,TEST_000048,5.354
49,TEST_000049,4.166
50,TEST_000050,5.8
51,TEST_000051,3.9
52,TEST_000052,3.851
53,TEST_000053,3.798
54,TEST_000054,3.932
55,TEST_000055,4.666
56,TEST_000056,4.545
57,TEST_000057,4.424
58,TEST_000058,1.608
59,TEST_000059,1.422
60,TEST_000060,1.54
61,TEST_000061,1.106
62,TEST_000062,1.571
63,TEST_000063,1.552
64,TEST_000064,3.891
65,TEST_000065,4.348
66,TEST_000066,2.998
67,TEST_000067,4.416
68,TEST_000068,5.709
69,TEST_000069,3.876
70,TEST_000070,4.182
71,TEST_000071,3.782
72,TEST_000072,4.485
73,TEST_000073,3.94
74,TEST_000074,5.138
75,TEST_000075,4.187
76,TEST_000076,2.87
77,TEST_000077,2.775
78,TEST_000078,2.926
79,TEST_000079,2.947
80,TEST_000080,3.008
81,TEST_000081,2.923
82,TEST_000082,2.809
83,TEST_000083,2.657
84,TEST_000084,2.324
85,TEST_000085,2.808
86,TEST_000086,2.055
87,TEST_000087,3.251
88,TEST_000088,2.529
89,TEST_000089,3.417
90,TEST_000090,3.858
91,TEST_000091,2.639
92,TEST_000092,3.388
93,TEST_000093,3.257
94,TEST_000094,3.303
95,TEST_000095,2.996
96,TEST_000096,0.668
97,TEST_000097,0.892
98,TEST_000098,5.028
99,TEST_000099,4.487
100,TEST_000100,3.847
101,TEST_000101,4.875
102,TEST_000102,5.89
103,TEST_000103,4.094
104,TEST_000104,4.697
105,TEST_000105,4.746
106,TEST_000106,4.496
107,TEST_000107,3.425
108,TEST_000108,4.308
109,TEST_000109,4.565
110,TEST_000110,4.754
111,TEST_000111,4.484
112,TEST_000112,5.666
113,TEST_000113,4.721
114,TEST_000114,4.137
115,TEST_000115,4.826
116,TEST_000116,3.237
117,TEST_000117,4.616
118,TEST_000118,5.833
119,TEST_000119,3.309
120,TEST_000120,4.992
121,TEST_000121,4.197
