,ID,Book-Rating
0,TEST_000000,5.022
1,TEST_000001,5.932
2,TEST_000002,4.951
3,TEST_000003,5.291
4,TEST_000004,4.925
5,TEST_000005,4.874
6,TEST_000006,4.908
7,TEST_000007,4.133
8,TEST_000008,3.985
9,TEST_000009,4.26
10,TEST_000010,4.566
11,TEST_000011,4.675
12,TEST_000012,4.646
13,TEST_000013,4.45
14,TEST_000014,4.528
15,TEST_000015,4.687
16,TEST_000016,4.554
17,TEST_000017,2.82
18,TEST_000018,2.451
19,TEST_000019,7.229
20,TEST_000020,6.922
21,TEST_000021,4.073
22,TEST_000022,4.046
23,TEST_000023,7.124
24,TEST_000024,5.188
25,TEST_000025,5.011
26,TEST_000026,4.065
27,TEST_000027,2.941
28,TEST_000028,0.443
29,TEST_000029,2.878
30,TEST_000030,1.534
31,TEST_000031,0.432
32,TEST_000032,0.443
33,TEST_000033,0.425
34,TEST_000034,3.654
35,TEST_000035,4.322
36,TEST_000036,4.693
37,TEST_000037,4.654
38,TEST_000038,4.141
39,TEST_000039,4.184
40,TEST_000040,3.325
41,TEST_000041,1.861
42,TEST_000042,2.883
43,TEST_000043,3.226
44,TEST_000044,4.708
45,TEST_000045,3.737
46,TEST_000046,4.066
47,TEST_000047,5.136
48,TEST_000048,5.266
49,TEST_000049,4.084
50,TEST_000050,5.659
51,TEST_000051,4.109
52,TEST_000052,3.985
53,TEST_000053,3.851
54,TEST_000054,3.709
55,TEST_000055,3.792
56,TEST_000056,3.81
57,TEST_000057,4.466
58,TEST_000058,2.82
59,TEST_000059,2.439
60,TEST_000060,2.55
61,TEST_000061,2.228
62,TEST_000062,2.964
63,TEST_000063,2.506
64,TEST_000064,3.625
65,TEST_000065,4.304
66,TEST_000066,3.036
67,TEST_000067,4.219
68,TEST_000068,5.145
69,TEST_000069,4.275
70,TEST_000070,4.415
71,TEST_000071,3.497
72,TEST_000072,4.63
73,TEST_000073,3.757
74,TEST_000074,5.331
75,TEST_000075,3.609
76,TEST_000076,2.306
77,TEST_000077,2.576
78,TEST_000078,2.987
79,TEST_000079,2.833
80,TEST_000080,2.637
81,TEST_000081,2.539
82,TEST_000082,2.598
83,TEST_000083,2.574
84,TEST_000084,1.946
85,TEST_000085,2.615
86,TEST_000086,2.089
87,TEST_000087,2.707
88,TEST_000088,2.332
89,TEST_000089,2.93
90,TEST_000090,3.321
91,TEST_000091,2.976
92,TEST_000092,3.027
93,TEST_000093,2.778
94,TEST_000094,3.041
95,TEST_000095,2.799
96,TEST_000096,0.368
97,TEST_000097,0.544
98,TEST_000098,4.524
99,TEST_000099,4.061
100,TEST_000100,3.204
101,TEST_000101,4.558
102,TEST_000102,5.497
103,TEST_000103,3.729
104,TEST_000104,4.618
105,TEST_000105,4.396
106,TEST_000106,4.09
107,TEST_000107,2.904
108,TEST_000108,3.693
109,TEST_000109,4.17
110,TEST_000110,4.31
111,TEST_000111,4.68
112,TEST_000112,2.988
113,TEST_000113,4.555
114,TEST_000114,3.883
115,TEST_000115,4.953
116,TEST_000116,3.267
117,TEST_000117,4.616
118,TEST_000118,4.713
119,TEST_000119,2.837
120,TEST_000120,4.979
121,TEST_000121,4.079
122,TEST_000122,4.645
123,TEST_000123,3.903
124,TEST_000124,3.955
125,TEST_000125,4.956
126,TEST_000126,3.101
127,TEST_000127,5.063
128,TEST_000128,4.163
129,TEST_000129,4.069
130,TEST_000130,4.046
131,TEST_000131,3.464
132,TEST_000132,3.823
133,TEST_000133,2.804
134,TEST_000134,3.45
135,TEST_000135,4.802
136,TEST_000136,5.955
137,TEST_000137,3.243
138,TEST_000138,4.385
139,TEST_000139,4.008
140,TEST_000140,3.978
141,TEST_000141,4.982
142,TEST_000142,4.505
143,TEST_000143,3.972
144,TEST_000144,4.409
145,TEST_000145,3.467
146,TEST_000146,2.765
147,TEST_000147,4.679
148,TEST_000148,4.538
149,TEST_000149,3.071
150,TEST_000150,4.385
151,TEST_000151,3.348
152,TEST_000152,4.852
153,TEST_000153,4.372
154,TEST_000154,5.379
155,TEST_000155,4.695
156,TEST_000156,4.468
157,TEST_000157,2.741
158,TEST_000158,3.598
159,TEST_000159,4.166
160,TEST_000160,4.966
161,TEST_000161,4.451
162,TEST_000162,4.631
163,TEST_000163,3.847
164,TEST_000164,4.188
165,TEST_000165,4.775
166,TEST_000166,4.906
167,TEST_000167,6.648
168,TEST_000168,4.058
169,TEST_000169,4.728
170,TEST_000170,4.43
171,TEST_000171,3.351
172,TEST_000172,3.63
173,TEST_000173,3.759
174,TEST_000174,4.667
175,TEST_000175,4.657
176,TEST_000176,4.471
177,TEST_000177,5.438
178,TEST_000178,4.386
179,TEST_000179,5.879
180,TEST_000180,4.139
181,TEST_000181,2.821
182,TEST_000182,5.364
183,TEST_000183,3.724
184,TEST_000184,4.403
185,TEST_000185,4.405
186,TEST_000186,4.483
187,TEST_000187,2.236
188,TEST_000188,5.171
189,TEST_000189,2.45
190,TEST_000190,4.699
191,TEST_000191,3.884
192,TEST_000192,4.266
193,TEST_000193,5.284
194,TEST_000194,1.698
195,TEST_000195,1.735
196,TEST_000196,2.494
197,TEST_000197,1.586
198,TEST_000198,2.12
199,TEST_000199,1.512
200,TEST_000200,2.121
201,TEST_000201,2.116
202,TEST_000202,2.275
203,TEST_000203,1.737
204,TEST_000204,2.479
205,TEST_000205,1.617
206,TEST_000206,2.348
207,TEST_000207,1.926
208,TEST_000208,1.648
209,TEST_000209,1.309
210,TEST_000210,1.311
211,TEST_000211,0.994
212,TEST_000212,2.382
213,TEST_000213,2.306
214,TEST_000214,1.505
215,TEST_000215,1.031
216,TEST_000216,1.278
217,TEST_000217,1.748
218,TEST_000218,3.634
219,TEST_000219,3.539
220,TEST_000220,3.153
221,TEST_000221,2.797
222,TEST_000222,4.898
223,TEST_000223,6.835
224,TEST_000224,4.585
225,TEST_000225,6.657
226,TEST_000226,4.285
227,TEST_000227,4.648
228,TEST_000228,4.738
229,TEST_000229,4.239
230,TEST_000230,4.403
231,TEST_000231,3.742
232,TEST_000232,4.259
233,TEST_000233,4.247
234,TEST_000234,3.427
235,TEST_000235,4.351
236,TEST_000236,3.259
237,TEST_000237,6.266
238,TEST_000238,4.466
239,TEST_000239,3.916
240,TEST_000240,3.315
241,TEST_000241,3.957
242,TEST_000242,4.851
243,TEST_000243,4.909
244,TEST_000244,4.816
245,TEST_000245,3.983
246,TEST_000246,4.808
247,TEST_000247,4.387
248,TEST_000248,3.382
249,TEST_000249,3.991
250,TEST_000250,1.92
251,TEST_000251,2.24
252,TEST_000252,1.992
253,TEST_000253,2.691
254,TEST_000254,2.019
255,TEST_000255,1.805
256,TEST_000256,1.728
257,TEST_000257,2.243
258,TEST_000258,2.215
259,TEST_000259,2.181
260,TEST_000260,4.756
261,TEST_000261,3.629
262,TEST_000262,4.613
263,TEST_000263,4.748
