,ID,Book-Rating
0,TEST_000000,4.695
1,TEST_000001,5.628
2,TEST_000002,5.337
3,TEST_000003,5.036
4,TEST_000004,4.84
5,TEST_000005,4.705
6,TEST_000006,4.752
7,TEST_000007,4.061
8,TEST_000008,3.933
9,TEST_000009,4.069
10,TEST_000010,5.012
11,TEST_000011,4.844
12,TEST_000012,4.699
13,TEST_000013,4.502
14,TEST_000014,4.496
15,TEST_000015,4.383
16,TEST_000016,4.532
17,TEST_000017,2.834
18,TEST_000018,2.273
19,TEST_000019,7.657
20,TEST_000020,7.036
21,TEST_000021,4.379
22,TEST_000022,4.519
23,TEST_000023,7.547
24,TEST_000024,5.568
25,TEST_000025,5.426
26,TEST_000026,4.459
27,TEST_000027,2.981
28,TEST_000028,0.587
29,TEST_000029,3.13
30,TEST_000030,1.482
31,TEST_000031,0.684
32,TEST_000032,0.722
33,TEST_000033,0.664
34,TEST_000034,3.436
35,TEST_000035,4.234
36,TEST_000036,5.206
37,TEST_000037,4.843
38,TEST_000038,4.121
39,TEST_000039,4.266
40,TEST_000040,3.629
41,TEST_000041,2.302
42,TEST_000042,2.562
43,TEST_000043,2.92
44,TEST_000044,4.777
45,TEST_000045,3.982
46,TEST_000046,4.28
47,TEST_000047,4.94
48,TEST_000048,5.366
49,TEST_000049,4.336
50,TEST_000050,5.674
51,TEST_000051,3.751
52,TEST_000052,3.603
53,TEST_000053,3.682
54,TEST_000054,4.14
55,TEST_000055,4.6
56,TEST_000056,4.424
57,TEST_000057,4.476
58,TEST_000058,1.669
59,TEST_000059,1.162
60,TEST_000060,1.51
61,TEST_000061,1.184
62,TEST_000062,1.715
63,TEST_000063,1.435
64,TEST_000064,4.008
65,TEST_000065,4.439
66,TEST_000066,2.925
67,TEST_000067,4.327
68,TEST_000068,5.301
69,TEST_000069,3.92
70,TEST_000070,4.352
71,TEST_000071,4.333
72,TEST_000072,4.522
73,TEST_000073,4.219
74,TEST_000074,5.164
75,TEST_000075,3.882
76,TEST_000076,2.552
77,TEST_000077,3.041
78,TEST_000078,3.258
79,TEST_000079,3.37
80,TEST_000080,3.11
81,TEST_000081,2.571
82,TEST_000082,2.967
83,TEST_000083,2.826
84,TEST_000084,2.643
85,TEST_000085,2.88
86,TEST_000086,2.306
87,TEST_000087,3.308
88,TEST_000088,2.694
89,TEST_000089,3.219
90,TEST_000090,3.534
91,TEST_000091,3.049
92,TEST_000092,3.367
93,TEST_000093,3.253
94,TEST_000094,3.161
95,TEST_000095,2.901
96,TEST_000096,0.666
97,TEST_000097,0.848
98,TEST_000098,5.009
99,TEST_000099,4.715
100,TEST_000100,4.369
101,TEST_000101,5.489
102,TEST_000102,5.513
103,TEST_000103,4.723
104,TEST_000104,4.679
105,TEST_000105,4.642
106,TEST_000106,4.432
107,TEST_000107,4.015
108,TEST_000108,4.405
109,TEST_000109,4.351
110,TEST_000110,4.805
111,TEST_000111,4.79
112,TEST_000112,5.571
113,TEST_000113,4.602
114,TEST_000114,4.302
115,TEST_000115,5.829
116,TEST_000116,3.323
117,TEST_000117,4.571
118,TEST_000118,6.053
119,TEST_000119,3.757
120,TEST_000120,4.888
121,TEST_000121,4.471
122,TEST_000122,4.778
123,TEST_000123,4.38
124,TEST_000124,4.423
125,TEST_000125,5.881
126,TEST_000126,3.571
127,TEST_000127,5.316
128,TEST_000128,5.244
129,TEST_000129,4.734
130,TEST_000130,5.018
131,TEST_000131,3.723
132,TEST_000132,4.307
133,TEST_000133,4.389
134,TEST_000134,4.111
135,TEST_000135,5.005
136,TEST_000136,6.23
137,TEST_000137,3.502
138,TEST_000138,4.51
139,TEST_000139,4.414
140,TEST_000140,4.175
141,TEST_000141,5.128
142,TEST_000142,4.86
143,TEST_000143,4.592
144,TEST_000144,4.759
145,TEST_000145,3.532
146,TEST_000146,5.468
147,TEST_000147,4.624
148,TEST_000148,4.592
149,TEST_000149,3.968
150,TEST_000150,4.885
151,TEST_000151,3.627
152,TEST_000152,5.288
153,TEST_000153,4.341
154,TEST_000154,6.512
155,TEST_000155,5.008
156,TEST_000156,4.093
157,TEST_000157,5.283
158,TEST_000158,3.568
159,TEST_000159,4.578
160,TEST_000160,5.859
161,TEST_000161,4.637
162,TEST_000162,3.797
163,TEST_000163,4.018
164,TEST_000164,4.183
165,TEST_000165,4.777
166,TEST_000166,5.789
