,ID,Book-Rating
0,TEST_000000,4.952
1,TEST_000001,5.915
2,TEST_000002,5.028
3,TEST_000003,5.177
4,TEST_000004,4.964
5,TEST_000005,4.886
6,TEST_000006,4.896
7,TEST_000007,4.166
8,TEST_000008,3.993
9,TEST_000009,4.271
10,TEST_000010,4.587
11,TEST_000011,4.77
12,TEST_000012,4.598
13,TEST_000013,4.438
14,TEST_000014,4.489
15,TEST_000015,4.591
16,TEST_000016,4.612
17,TEST_000017,2.811
18,TEST_000018,2.393
19,TEST_000019,7.177
20,TEST_000020,6.838
21,TEST_000021,3.984
22,TEST_000022,4.027
23,TEST_000023,7.098
24,TEST_000024,5.111
25,TEST_000025,5.033
26,TEST_000026,4.086
27,TEST_000027,3.021
28,TEST_000028,0.461
29,TEST_000029,2.843
30,TEST_000030,1.508
31,TEST_000031,0.449
32,TEST_000032,0.497
33,TEST_000033,0.474
34,TEST_000034,3.694
35,TEST_000035,4.419
36,TEST_000036,4.785
37,TEST_000037,4.642
38,TEST_000038,4.073
39,TEST_000039,4.113
40,TEST_000040,3.288
41,TEST_000041,2.005
42,TEST_000042,2.791
43,TEST_000043,3.141
44,TEST_000044,4.822
45,TEST_000045,3.761
46,TEST_000046,4.015
47,TEST_000047,5.178
48,TEST_000048,5.285
49,TEST_000049,4.116
50,TEST_000050,5.603
51,TEST_000051,4.095
52,TEST_000052,3.859
53,TEST_000053,3.856
54,TEST_000054,3.672
55,TEST_000055,3.862
56,TEST_000056,3.811
57,TEST_000057,4.439
58,TEST_000058,2.732
59,TEST_000059,2.343
60,TEST_000060,2.645
61,TEST_000061,2.313
62,TEST_000062,2.935
63,TEST_000063,2.471
64,TEST_000064,3.737
65,TEST_000065,4.354
66,TEST_000066,3.002
67,TEST_000067,4.241
68,TEST_000068,5.196
69,TEST_000069,4.244
70,TEST_000070,4.407
71,TEST_000071,3.491
72,TEST_000072,4.633
73,TEST_000073,3.849
74,TEST_000074,5.252
75,TEST_000075,3.599
76,TEST_000076,2.296
77,TEST_000077,2.636
78,TEST_000078,2.988
79,TEST_000079,2.9
80,TEST_000080,2.629
81,TEST_000081,2.475
82,TEST_000082,2.55
83,TEST_000083,2.565
84,TEST_000084,2.073
85,TEST_000085,2.659
86,TEST_000086,2.085
87,TEST_000087,2.694
88,TEST_000088,2.361
89,TEST_000089,2.972
90,TEST_000090,3.431
91,TEST_000091,2.925
92,TEST_000092,3.042
93,TEST_000093,2.792
94,TEST_000094,3.031
95,TEST_000095,2.802
96,TEST_000096,0.514
97,TEST_000097,0.606
98,TEST_000098,4.558
99,TEST_000099,4.075
100,TEST_000100,3.394
101,TEST_000101,4.624
102,TEST_000102,5.499
103,TEST_000103,3.769
104,TEST_000104,4.6
105,TEST_000105,4.388
106,TEST_000106,4.015
107,TEST_000107,3.045
108,TEST_000108,3.718
109,TEST_000109,4.147
110,TEST_000110,4.388
111,TEST_000111,4.632
112,TEST_000112,3.059
113,TEST_000113,4.545
114,TEST_000114,3.899
115,TEST_000115,4.988
116,TEST_000116,3.253
117,TEST_000117,4.595
118,TEST_000118,4.67
119,TEST_000119,2.998
120,TEST_000120,4.864
121,TEST_000121,4.162
122,TEST_000122,4.59
123,TEST_000123,3.946
124,TEST_000124,4.087
125,TEST_000125,5.017
126,TEST_000126,3.17
127,TEST_000127,5.007
128,TEST_000128,4.168
129,TEST_000129,4.238
130,TEST_000130,4.262
131,TEST_000131,3.466
132,TEST_000132,3.945
133,TEST_000133,2.91
134,TEST_000134,3.472
135,TEST_000135,4.811
136,TEST_000136,5.978
137,TEST_000137,3.307
138,TEST_000138,4.289
139,TEST_000139,4.001
140,TEST_000140,3.993
141,TEST_000141,4.942
142,TEST_000142,4.579
143,TEST_000143,3.999
144,TEST_000144,4.388
145,TEST_000145,3.581
146,TEST_000146,2.813
147,TEST_000147,4.61
148,TEST_000148,4.508
149,TEST_000149,3.209
150,TEST_000150,4.315
151,TEST_000151,3.413
152,TEST_000152,4.788
153,TEST_000153,4.391
154,TEST_000154,5.307
155,TEST_000155,4.791
156,TEST_000156,4.41
157,TEST_000157,2.919
158,TEST_000158,3.707
159,TEST_000159,4.261
160,TEST_000160,5.01
161,TEST_000161,4.388
162,TEST_000162,4.426
163,TEST_000163,3.811
164,TEST_000164,4.16
165,TEST_000165,4.678
166,TEST_000166,4.971
167,TEST_000167,6.625
168,TEST_000168,4.034
169,TEST_000169,4.559
170,TEST_000170,4.428
171,TEST_000171,3.535
172,TEST_000172,3.73
173,TEST_000173,3.769
174,TEST_000174,4.643
175,TEST_000175,4.625
176,TEST_000176,4.469
177,TEST_000177,5.471
178,TEST_000178,4.306
179,TEST_000179,5.925
180,TEST_000180,4.157
181,TEST_000181,2.931
182,TEST_000182,5.264
183,TEST_000183,3.724
184,TEST_000184,4.397
185,TEST_000185,4.417
186,TEST_000186,4.432
187,TEST_000187,2.383
188,TEST_000188,5.232
189,TEST_000189,2.643
190,TEST_000190,4.533
191,TEST_000191,4.119
192,TEST_000192,4.314
193,TEST_000193,5.063
194,TEST_000194,1.668
195,TEST_000195,1.736
196,TEST_000196,2.501
197,TEST_000197,1.586
198,TEST_000198,2.131
199,TEST_000199,1.581
200,TEST_000200,2.138
201,TEST_000201,2.13
202,TEST_000202,2.268
203,TEST_000203,1.733
204,TEST_000204,2.489
205,TEST_000205,1.621
206,TEST_000206,2.342
207,TEST_000207,2.03
208,TEST_000208,1.656
209,TEST_000209,1.333
210,TEST_000210,1.355
211,TEST_000211,1.074
212,TEST_000212,2.416
213,TEST_000213,2.319
214,TEST_000214,1.488
215,TEST_000215,1.073
216,TEST_000216,1.301
217,TEST_000217,1.793
218,TEST_000218,3.593
219,TEST_000219,3.486
220,TEST_000220,3.218
221,TEST_000221,2.814
222,TEST_000222,4.846
223,TEST_000223,6.955
224,TEST_000224,4.673
225,TEST_000225,6.862
226,TEST_000226,4.299
227,TEST_000227,4.62
228,TEST_000228,4.721
229,TEST_000229,4.229
230,TEST_000230,4.326
231,TEST_000231,3.723
232,TEST_000232,4.238
233,TEST_000233,4.192
234,TEST_000234,3.448
235,TEST_000235,4.381
236,TEST_000236,3.275
237,TEST_000237,6.333
238,TEST_000238,4.503
239,TEST_000239,3.933
240,TEST_000240,3.296
241,TEST_000241,3.979
242,TEST_000242,4.892
243,TEST_000243,4.96
244,TEST_000244,4.859
245,TEST_000245,4.045
246,TEST_000246,4.841
247,TEST_000247,4.373
248,TEST_000248,3.445
249,TEST_000249,4.144
250,TEST_000250,1.901
251,TEST_000251,2.293
252,TEST_000252,2.04
253,TEST_000253,2.829
254,TEST_000254,2.055
255,TEST_000255,1.859
256,TEST_000256,1.769
257,TEST_000257,2.249
258,TEST_000258,2.251
259,TEST_000259,2.142
260,TEST_000260,4.69
261,TEST_000261,3.641
262,TEST_000262,4.636
263,TEST_000263,4.694
264,TEST_000264,4.308
265,TEST_000265,4.212
266,TEST_000266,4.385
267,TEST_000267,4.255
268,TEST_000268,3.745
269,TEST_000269,4.536
270,TEST_000270,6.004
271,TEST_000271,6.091
272,TEST_000272,4.976
273,TEST_000273,3.535
274,TEST_000274,3.126
275,TEST_000275,2.222
276,TEST_000276,2.139
277,TEST_000277,2.223
278,TEST_000278,5.87
279,TEST_000279,3.325
280,TEST_000280,3.989
281,TEST_000281,3.127
282,TEST_000282,3.134
283,TEST_000283,2.008
284,TEST_000284,4.452
285,TEST_000285,2.824
286,TEST_000286,3.342
287,TEST_000287,2.619
288,TEST_000288,3.788
289,TEST_000289,3.622
290,TEST_000290,3.66
291,TEST_000291,3.371
292,TEST_000292,2.571
293,TEST_000293,4.046
294,TEST_000294,3.524
295,TEST_000295,3.383
296,TEST_000296,3.258
297,TEST_000297,2.826
298,TEST_000298,2.584
299,TEST_000299,2.614
300,TEST_000300,2.656
301,TEST_000301,3.659
302,TEST_000302,2.352
303,TEST_000303,3.228
304,TEST_000304,2.857
305,TEST_000305,3.692
306,TEST_000306,4.105
307,TEST_000307,4.026
308,TEST_000308,2.751
309,TEST_000309,3.399
310,TEST_000310,3.869
311,TEST_000311,2.292
312,TEST_000312,2.231
313,TEST_000313,2.538
314,TEST_000314,5.844
315,TEST_000315,5.558
316,TEST_000316,4.269
317,TEST_000317,4.249
318,TEST_000318,4.98
319,TEST_000319,3.231
320,TEST_000320,2.75
321,TEST_000321,2.867
322,TEST_000322,2.881
323,TEST_000323,2.847
324,TEST_000324,3.047
325,TEST_000325,3.335
326,TEST_000326,2.448
327,TEST_000327,2.398
328,TEST_000328,2.813
329,TEST_000329,2.259
330,TEST_000330,1.885
331,TEST_000331,1.951
332,TEST_000332,2.032
333,TEST_000333,2.65
334,TEST_000334,1.191
335,TEST_000335,2.784
336,TEST_000336,2.026
337,TEST_000337,1.261
338,TEST_000338,1.528
339,TEST_000339,1.884
340,TEST_000340,1.512
341,TEST_000341,2.057
342,TEST_000342,2.365
343,TEST_000343,3.053
344,TEST_000344,2.45
345,TEST_000345,2.384
346,TEST_000346,2.107
347,TEST_000347,1.572
348,TEST_000348,3.307
349,TEST_000349,2.001
350,TEST_000350,2.065
351,TEST_000351,2.069
352,TEST_000352,1.802
353,TEST_000353,2.117
354,TEST_000354,2.304
355,TEST_000355,2.508
356,TEST_000356,1.899
357,TEST_000357,1.665
358,TEST_000358,2.791
359,TEST_000359,2.083
360,TEST_000360,2.243
361,TEST_000361,2.39
362,TEST_000362,2.304
363,TEST_000363,2.463
364,TEST_000364,1.572
365,TEST_000365,5.055
366,TEST_000366,2.209
367,TEST_000367,1.458
368,TEST_000368,2.23
369,TEST_000369,1.747
370,TEST_000370,2.321
371,TEST_000371,2.57
372,TEST_000372,1.523
373,TEST_000373,1.961
374,TEST_000374,3.345
375,TEST_000375,2.183
376,TEST_000376,2.537
377,TEST_000377,2.561
378,TEST_000378,3.114
379,TEST_000379,2.291
380,TEST_000380,1.905
381,TEST_000381,2.447
382,TEST_000382,2.099
383,TEST_000383,2.543
384,TEST_000384,6.014
385,TEST_000385,5.845
386,TEST_000386,5.426
387,TEST_000387,5.937
388,TEST_000388,6.55
389,TEST_000389,5.006
390,TEST_000390,4.355
391,TEST_000391,4.333
392,TEST_000392,4.329
393,TEST_000393,4.495
394,TEST_000394,4.886
395,TEST_000395,4.138
396,TEST_000396,2.622
397,TEST_000397,2.624
398,TEST_000398,2.192
399,TEST_000399,2.591
400,TEST_000400,2.348
401,TEST_000401,3.129
402,TEST_000402,2.249
403,TEST_000403,2.686
404,TEST_000404,2.803
405,TEST_000405,2.588
406,TEST_000406,2.459
407,TEST_000407,1.851
408,TEST_000408,2.72
409,TEST_000409,3.082
410,TEST_000410,2.388
411,TEST_000411,6.157
412,TEST_000412,6.687
413,TEST_000413,6.543
414,TEST_000414,6.351
415,TEST_000415,6.26
416,TEST_000416,5.41
417,TEST_000417,5.815
418,TEST_000418,6.007
419,TEST_000419,6.091
420,TEST_000420,6.265
421,TEST_000421,6.401
422,TEST_000422,5.528
423,TEST_000423,4.966
424,TEST_000424,4.714
425,TEST_000425,4.814
426,TEST_000426,4.375
427,TEST_000427,4.333
428,TEST_000428,4.803
429,TEST_000429,4.61
430,TEST_000430,6.438
431,TEST_000431,4.685
432,TEST_000432,4.162
433,TEST_000433,5.04
434,TEST_000434,4.268
435,TEST_000435,4.267
436,TEST_000436,1.9
437,TEST_000437,2.554
