,ID,Book-Rating
0,TEST_000000,4.875
1,TEST_000001,5.923
2,TEST_000002,4.982
3,TEST_000003,5.242
4,TEST_000004,5.024
5,TEST_000005,4.886
6,TEST_000006,4.854
7,TEST_000007,4.172
8,TEST_000008,3.972
9,TEST_000009,4.256
10,TEST_000010,4.71
11,TEST_000011,4.853
12,TEST_000012,4.47
13,TEST_000013,4.353
14,TEST_000014,4.489
15,TEST_000015,4.612
16,TEST_000016,4.558
17,TEST_000017,2.766
18,TEST_000018,2.366
19,TEST_000019,7.148
20,TEST_000020,6.909
21,TEST_000021,3.977
22,TEST_000022,4.101
23,TEST_000023,7.025
24,TEST_000024,5.142
25,TEST_000025,5.131
26,TEST_000026,4.205
27,TEST_000027,2.895
28,TEST_000028,0.475
29,TEST_000029,3.011
30,TEST_000030,1.537
31,TEST_000031,0.462
32,TEST_000032,0.475
33,TEST_000033,0.417
34,TEST_000034,3.698
35,TEST_000035,4.297
36,TEST_000036,4.945
37,TEST_000037,4.676
38,TEST_000038,4.049
39,TEST_000039,4.16
40,TEST_000040,3.368
41,TEST_000041,2.116
42,TEST_000042,2.799
43,TEST_000043,3.22
44,TEST_000044,4.81
45,TEST_000045,3.68
46,TEST_000046,4.055
47,TEST_000047,5.221
48,TEST_000048,5.401
49,TEST_000049,4.064
50,TEST_000050,5.685
51,TEST_000051,4.067
52,TEST_000052,3.946
53,TEST_000053,3.785
54,TEST_000054,3.66
55,TEST_000055,3.913
56,TEST_000056,3.82
57,TEST_000057,4.411
58,TEST_000058,2.769
59,TEST_000059,2.448
60,TEST_000060,2.64
61,TEST_000061,2.379
62,TEST_000062,2.967
63,TEST_000063,2.431
64,TEST_000064,3.718
65,TEST_000065,4.373
66,TEST_000066,3.058
67,TEST_000067,4.208
68,TEST_000068,5.343
69,TEST_000069,4.221
70,TEST_000070,4.403
71,TEST_000071,3.457
72,TEST_000072,4.591
73,TEST_000073,3.868
74,TEST_000074,5.25
75,TEST_000075,3.716
76,TEST_000076,2.252
77,TEST_000077,2.486
78,TEST_000078,3.035
79,TEST_000079,2.722
80,TEST_000080,2.697
81,TEST_000081,2.524
82,TEST_000082,2.548
83,TEST_000083,2.607
84,TEST_000084,2.136
85,TEST_000085,2.673
86,TEST_000086,2.021
87,TEST_000087,2.73
88,TEST_000088,2.38
89,TEST_000089,2.948
90,TEST_000090,3.361
91,TEST_000091,2.816
92,TEST_000092,2.962
93,TEST_000093,2.789
94,TEST_000094,3.105
95,TEST_000095,2.786
96,TEST_000096,0.382
97,TEST_000097,0.56
98,TEST_000098,4.679
99,TEST_000099,4.105
100,TEST_000100,3.603
101,TEST_000101,4.72
102,TEST_000102,5.513
103,TEST_000103,3.862
104,TEST_000104,4.519
105,TEST_000105,4.371
106,TEST_000106,4.048
107,TEST_000107,2.879
108,TEST_000108,3.679
109,TEST_000109,4.09
110,TEST_000110,4.315
111,TEST_000111,4.653
112,TEST_000112,2.909
113,TEST_000113,4.515
114,TEST_000114,3.874
115,TEST_000115,4.822
116,TEST_000116,3.22
117,TEST_000117,4.486
118,TEST_000118,4.787
119,TEST_000119,2.841
120,TEST_000120,4.81
121,TEST_000121,4.152
122,TEST_000122,4.566
123,TEST_000123,3.845
124,TEST_000124,3.96
125,TEST_000125,4.803
126,TEST_000126,3.122
127,TEST_000127,5.048
128,TEST_000128,4.069
129,TEST_000129,4.101
130,TEST_000130,4.102
131,TEST_000131,3.42
132,TEST_000132,3.769
133,TEST_000133,2.824
134,TEST_000134,3.422
135,TEST_000135,4.86
136,TEST_000136,5.883
137,TEST_000137,3.283
138,TEST_000138,4.266
139,TEST_000139,3.969
140,TEST_000140,3.89
141,TEST_000141,4.941
142,TEST_000142,4.461
143,TEST_000143,3.939
144,TEST_000144,4.427
145,TEST_000145,3.515
146,TEST_000146,2.68
147,TEST_000147,4.538
148,TEST_000148,4.524
149,TEST_000149,3.108
