,ID,Book-Rating
0,TEST_000000,5.128
1,TEST_000001,5.679
2,TEST_000002,5.396
3,TEST_000003,5.595
4,TEST_000004,5.244
5,TEST_000005,4.942
6,TEST_000006,5.093
7,TEST_000007,3.961
8,TEST_000008,4.003
9,TEST_000009,4.061
10,TEST_000010,4.942
11,TEST_000011,4.377
12,TEST_000012,4.577
13,TEST_000013,4.389
14,TEST_000014,4.602
15,TEST_000015,4.857
16,TEST_000016,4.63
17,TEST_000017,2.814
18,TEST_000018,2.211
19,TEST_000019,8.028
20,TEST_000020,7.116
21,TEST_000021,4.783
22,TEST_000022,4.426
23,TEST_000023,7.253
24,TEST_000024,5.629
25,TEST_000025,4.482
26,TEST_000026,3.579
27,TEST_000027,2.995
28,TEST_000028,0.035
29,TEST_000029,2.872
30,TEST_000030,1.436
31,TEST_000031,-0.073
32,TEST_000032,-0.092
33,TEST_000033,0.013
34,TEST_000034,3.77
35,TEST_000035,4.384
36,TEST_000036,4.823
37,TEST_000037,4.596
38,TEST_000038,3.896
39,TEST_000039,3.873
40,TEST_000040,3.893
41,TEST_000041,1.506
42,TEST_000042,3.967
43,TEST_000043,3.119
44,TEST_000044,4.734
45,TEST_000045,3.634
46,TEST_000046,3.96
47,TEST_000047,5.348
48,TEST_000048,5.457
49,TEST_000049,3.846
50,TEST_000050,5.64
51,TEST_000051,4.011
52,TEST_000052,4.023
53,TEST_000053,4.018
54,TEST_000054,3.924
55,TEST_000055,4.607
56,TEST_000056,4.701
57,TEST_000057,4.407
58,TEST_000058,1.28
59,TEST_000059,1.324
60,TEST_000060,1.571
61,TEST_000061,1.162
62,TEST_000062,1.491
63,TEST_000063,1.586
64,TEST_000064,3.651
65,TEST_000065,4.217
66,TEST_000066,3.187
67,TEST_000067,4.276
68,TEST_000068,5.976
69,TEST_000069,3.918
70,TEST_000070,4.141
71,TEST_000071,4.384
72,TEST_000072,4.501
73,TEST_000073,3.302
74,TEST_000074,5.373
75,TEST_000075,4.308
76,TEST_000076,2.949
77,TEST_000077,2.622
78,TEST_000078,2.859
79,TEST_000079,3.101
80,TEST_000080,2.947
81,TEST_000081,3.133
82,TEST_000082,2.566
83,TEST_000083,2.791
84,TEST_000084,1.857
85,TEST_000085,2.835
86,TEST_000086,2.097
87,TEST_000087,3.29
88,TEST_000088,2.316
89,TEST_000089,3.369
90,TEST_000090,4.016
91,TEST_000091,2.757
92,TEST_000092,3.519
93,TEST_000093,3.195
94,TEST_000094,3.483
95,TEST_000095,3.052
96,TEST_000096,0.256
97,TEST_000097,1.464
98,TEST_000098,5.049
99,TEST_000099,4.463
100,TEST_000100,3.467
101,TEST_000101,4.934
102,TEST_000102,6.127
103,TEST_000103,3.435
104,TEST_000104,5.051
105,TEST_000105,4.783
106,TEST_000106,4.765
107,TEST_000107,3.166
108,TEST_000108,4.549
109,TEST_000109,5.096
110,TEST_000110,4.521
111,TEST_000111,4.562
112,TEST_000112,5.552
113,TEST_000113,4.935
114,TEST_000114,4.114
115,TEST_000115,4.862
116,TEST_000116,3.557
117,TEST_000117,4.581
118,TEST_000118,5.731
119,TEST_000119,2.812
120,TEST_000120,5.526
121,TEST_000121,3.981
122,TEST_000122,5.034
123,TEST_000123,4.029
124,TEST_000124,4.179
125,TEST_000125,4.538
126,TEST_000126,3.176
127,TEST_000127,5.211
128,TEST_000128,5.259
129,TEST_000129,3.967
130,TEST_000130,4.819
131,TEST_000131,3.701
132,TEST_000132,3.704
133,TEST_000133,3.507
134,TEST_000134,4.106
135,TEST_000135,4.872
136,TEST_000136,6.096
137,TEST_000137,3.27
138,TEST_000138,4.811
139,TEST_000139,4.787
140,TEST_000140,4.884
141,TEST_000141,5.082
142,TEST_000142,5.411
143,TEST_000143,5.16
144,TEST_000144,4.691
145,TEST_000145,3.138
146,TEST_000146,6.083
147,TEST_000147,4.98
148,TEST_000148,4.999
149,TEST_000149,3.275
150,TEST_000150,4.873
151,TEST_000151,3.632
152,TEST_000152,5.821
153,TEST_000153,4.326
