,ID,Book-Rating
0,TEST_000000,4.776
1,TEST_000001,5.573
2,TEST_000002,5.307
3,TEST_000003,5.045
4,TEST_000004,4.865
5,TEST_000005,4.836
6,TEST_000006,4.874
7,TEST_000007,4.014
8,TEST_000008,3.898
9,TEST_000009,4.1
10,TEST_000010,4.877
11,TEST_000011,4.815
12,TEST_000012,4.52
13,TEST_000013,4.382
14,TEST_000014,4.49
15,TEST_000015,4.384
16,TEST_000016,4.59
17,TEST_000017,2.826
18,TEST_000018,2.264
19,TEST_000019,7.592
20,TEST_000020,6.824
21,TEST_000021,4.433
22,TEST_000022,4.575
23,TEST_000023,7.44
24,TEST_000024,5.577
25,TEST_000025,5.323
26,TEST_000026,4.326
27,TEST_000027,2.898
28,TEST_000028,0.469
29,TEST_000029,2.906
30,TEST_000030,1.426
31,TEST_000031,0.549
32,TEST_000032,0.718
33,TEST_000033,0.57
34,TEST_000034,3.536
35,TEST_000035,4.122
36,TEST_000036,5.302
37,TEST_000037,4.695
38,TEST_000038,4.055
39,TEST_000039,4.283
40,TEST_000040,3.645
41,TEST_000041,2.171
42,TEST_000042,2.649
43,TEST_000043,2.952
44,TEST_000044,4.794
45,TEST_000045,3.85
46,TEST_000046,4.132
47,TEST_000047,5.015
48,TEST_000048,5.258
49,TEST_000049,4.233
50,TEST_000050,5.645
51,TEST_000051,3.855
52,TEST_000052,3.729
53,TEST_000053,3.799
54,TEST_000054,4.049
55,TEST_000055,4.794
56,TEST_000056,4.437
57,TEST_000057,4.481
58,TEST_000058,1.583
59,TEST_000059,1.218
60,TEST_000060,1.543
61,TEST_000061,1.247
62,TEST_000062,1.758
63,TEST_000063,1.516
64,TEST_000064,3.981
65,TEST_000065,4.39
66,TEST_000066,3.1
67,TEST_000067,4.405
68,TEST_000068,5.37
69,TEST_000069,3.973
70,TEST_000070,4.317
71,TEST_000071,4.263
72,TEST_000072,4.523
73,TEST_000073,4.202
74,TEST_000074,5.16
75,TEST_000075,3.891
76,TEST_000076,2.617
77,TEST_000077,2.923
78,TEST_000078,3.031
79,TEST_000079,3.271
80,TEST_000080,3.037
81,TEST_000081,2.663
82,TEST_000082,2.862
83,TEST_000083,2.76
84,TEST_000084,2.519
85,TEST_000085,2.869
86,TEST_000086,2.284
87,TEST_000087,3.254
88,TEST_000088,2.665
89,TEST_000089,3.137
90,TEST_000090,3.556
91,TEST_000091,3.048
92,TEST_000092,3.307
93,TEST_000093,3.226
94,TEST_000094,3.158
95,TEST_000095,3.022
96,TEST_000096,0.666
97,TEST_000097,0.844
98,TEST_000098,4.949
99,TEST_000099,4.409
100,TEST_000100,3.791
101,TEST_000101,5.128
102,TEST_000102,5.457
103,TEST_000103,4.299
104,TEST_000104,4.594
105,TEST_000105,4.626
106,TEST_000106,4.562
107,TEST_000107,3.706
108,TEST_000108,4.172
109,TEST_000109,4.364
110,TEST_000110,4.703
111,TEST_000111,4.511
112,TEST_000112,5.621
113,TEST_000113,4.616
114,TEST_000114,4.089
115,TEST_000115,5.441
116,TEST_000116,3.451
117,TEST_000117,4.579
118,TEST_000118,5.883
119,TEST_000119,3.497
120,TEST_000120,4.881
121,TEST_000121,4.284
122,TEST_000122,4.849
123,TEST_000123,4.059
124,TEST_000124,4.091
125,TEST_000125,5.494
126,TEST_000126,3.421
127,TEST_000127,5.132
128,TEST_000128,5.372
129,TEST_000129,4.577
130,TEST_000130,4.664
131,TEST_000131,3.688
132,TEST_000132,4.259
133,TEST_000133,4.287
134,TEST_000134,4.021
135,TEST_000135,4.853
136,TEST_000136,6.17
137,TEST_000137,3.805
138,TEST_000138,4.497
139,TEST_000139,4.348
140,TEST_000140,4.132
141,TEST_000141,5.057
142,TEST_000142,4.671
143,TEST_000143,4.411
144,TEST_000144,4.707
145,TEST_000145,4.121
146,TEST_000146,5.591
147,TEST_000147,4.606
148,TEST_000148,4.521
149,TEST_000149,3.542
150,TEST_000150,4.868
151,TEST_000151,3.532
152,TEST_000152,5.023
153,TEST_000153,4.325
154,TEST_000154,6.476
155,TEST_000155,5.084
156,TEST_000156,4.247
157,TEST_000157,4.988
158,TEST_000158,4.272
159,TEST_000159,4.466
160,TEST_000160,5.493
161,TEST_000161,4.747
162,TEST_000162,4.13
163,TEST_000163,3.901
164,TEST_000164,4.154
165,TEST_000165,4.794
166,TEST_000166,5.458
167,TEST_000167,6.798
168,TEST_000168,4.259
169,TEST_000169,4.882
170,TEST_000170,4.496
171,TEST_000171,4.021
172,TEST_000172,4.121
173,TEST_000173,3.743
174,TEST_000174,4.736
175,TEST_000175,4.752
176,TEST_000176,4.543
177,TEST_000177,5.777
178,TEST_000178,4.427
179,TEST_000179,7.136
180,TEST_000180,4.403
181,TEST_000181,3.698
182,TEST_000182,5.527
183,TEST_000183,3.897
184,TEST_000184,4.52
185,TEST_000185,4.398
186,TEST_000186,4.307
187,TEST_000187,3.951
188,TEST_000188,5.995
189,TEST_000189,3.46
190,TEST_000190,4.941
191,TEST_000191,4.347
192,TEST_000192,4.317
193,TEST_000193,5.23
194,TEST_000194,1.546
195,TEST_000195,1.662
196,TEST_000196,2.422
197,TEST_000197,1.421
198,TEST_000198,1.949
199,TEST_000199,1.749
200,TEST_000200,2.163
201,TEST_000201,2.031
202,TEST_000202,2.257
203,TEST_000203,1.607
204,TEST_000204,2.409
205,TEST_000205,1.722
206,TEST_000206,2.27
207,TEST_000207,1.922
208,TEST_000208,1.634
209,TEST_000209,1.274
210,TEST_000210,1.436
211,TEST_000211,0.981
212,TEST_000212,2.274
213,TEST_000213,2.265
214,TEST_000214,1.648
215,TEST_000215,1.191
216,TEST_000216,1.329
217,TEST_000217,1.542
218,TEST_000218,3.031
219,TEST_000219,2.691
220,TEST_000220,2.76
221,TEST_000221,2.69
222,TEST_000222,5.064
223,TEST_000223,6.998
