,ID,Book-Rating
0,TEST_000000,4.792
1,TEST_000001,5.544
2,TEST_000002,5.462
3,TEST_000003,5.181
4,TEST_000004,4.9
5,TEST_000005,4.756
6,TEST_000006,4.796
7,TEST_000007,3.963
8,TEST_000008,4.034
9,TEST_000009,4.2
10,TEST_000010,4.74
11,TEST_000011,4.525
12,TEST_000012,4.429
13,TEST_000013,4.406
14,TEST_000014,4.48
15,TEST_000015,4.368
16,TEST_000016,4.579
17,TEST_000017,2.685
18,TEST_000018,2.261
19,TEST_000019,7.338
20,TEST_000020,6.807
21,TEST_000021,4.446
22,TEST_000022,4.782
23,TEST_000023,7.308
24,TEST_000024,5.475
25,TEST_000025,5.435
26,TEST_000026,4.618
27,TEST_000027,2.791
28,TEST_000028,0.733
29,TEST_000029,2.908
30,TEST_000030,1.356
31,TEST_000031,0.837
32,TEST_000032,0.983
33,TEST_000033,0.784
34,TEST_000034,3.573
35,TEST_000035,4.22
36,TEST_000036,5.626
37,TEST_000037,4.712
38,TEST_000038,4.03
39,TEST_000039,4.371
40,TEST_000040,3.499
41,TEST_000041,2.176
42,TEST_000042,2.83
43,TEST_000043,2.801
44,TEST_000044,4.578
45,TEST_000045,3.941
46,TEST_000046,4.211
47,TEST_000047,4.937
48,TEST_000048,5.287
49,TEST_000049,4.268
50,TEST_000050,5.504
51,TEST_000051,3.838
52,TEST_000052,3.749
53,TEST_000053,3.966
54,TEST_000054,3.998
55,TEST_000055,4.764
56,TEST_000056,4.202
57,TEST_000057,4.522
58,TEST_000058,1.498
59,TEST_000059,1.091
60,TEST_000060,1.517
61,TEST_000061,1.292
62,TEST_000062,1.737
63,TEST_000063,1.547
64,TEST_000064,3.984
65,TEST_000065,4.376
66,TEST_000066,3.233
67,TEST_000067,4.407
68,TEST_000068,5.087
69,TEST_000069,3.924
70,TEST_000070,4.155
71,TEST_000071,4.606
72,TEST_000072,4.497
73,TEST_000073,4.247
74,TEST_000074,5.123
75,TEST_000075,3.574
76,TEST_000076,2.472
77,TEST_000077,2.806
78,TEST_000078,2.85
79,TEST_000079,3.232
80,TEST_000080,2.917
81,TEST_000081,2.363
82,TEST_000082,2.846
83,TEST_000083,2.586
84,TEST_000084,2.574
85,TEST_000085,2.832
86,TEST_000086,2.569
87,TEST_000087,3.128
88,TEST_000088,2.519
89,TEST_000089,2.937
90,TEST_000090,3.284
91,TEST_000091,3.135
92,TEST_000092,3.164
93,TEST_000093,3.177
94,TEST_000094,2.999
95,TEST_000095,2.801
96,TEST_000096,0.653
97,TEST_000097,0.92
98,TEST_000098,4.756
99,TEST_000099,4.36
100,TEST_000100,4.126
101,TEST_000101,5.087
102,TEST_000102,5.31
103,TEST_000103,4.414
104,TEST_000104,4.379
105,TEST_000105,4.348
106,TEST_000106,4.354
107,TEST_000107,3.95
108,TEST_000108,4.237
109,TEST_000109,4.378
110,TEST_000110,4.8
111,TEST_000111,4.388
112,TEST_000112,5.985
113,TEST_000113,4.576
114,TEST_000114,4.273
115,TEST_000115,6.056
116,TEST_000116,3.695
117,TEST_000117,4.572
118,TEST_000118,5.77
119,TEST_000119,3.895
120,TEST_000120,4.845
121,TEST_000121,4.494
122,TEST_000122,4.577
123,TEST_000123,4.409
124,TEST_000124,4.363
125,TEST_000125,6.057
126,TEST_000126,3.735
127,TEST_000127,4.921
128,TEST_000128,5.463
129,TEST_000129,4.786
130,TEST_000130,4.729
131,TEST_000131,3.94
132,TEST_000132,4.388
133,TEST_000133,4.754
134,TEST_000134,4.028
135,TEST_000135,4.649
136,TEST_000136,6.485
137,TEST_000137,4.141
138,TEST_000138,4.453
139,TEST_000139,4.473
140,TEST_000140,4.041
141,TEST_000141,4.825
142,TEST_000142,4.527
143,TEST_000143,4.383
144,TEST_000144,4.459
145,TEST_000145,4.426
146,TEST_000146,5.992
147,TEST_000147,4.705
148,TEST_000148,4.643
149,TEST_000149,3.93
150,TEST_000150,4.65
151,TEST_000151,3.796
152,TEST_000152,4.846
153,TEST_000153,4.516
154,TEST_000154,6.39
155,TEST_000155,5.479
156,TEST_000156,4.266
157,TEST_000157,5.787
158,TEST_000158,4.505
159,TEST_000159,4.592
160,TEST_000160,6.038
161,TEST_000161,4.44
162,TEST_000162,4.23
163,TEST_000163,3.842
164,TEST_000164,4.356
165,TEST_000165,4.461
166,TEST_000166,6.006
167,TEST_000167,6.749
168,TEST_000168,4.143
169,TEST_000169,4.721
170,TEST_000170,4.577
171,TEST_000171,4.447
172,TEST_000172,4.408
173,TEST_000173,3.636
174,TEST_000174,4.692
175,TEST_000175,4.688
176,TEST_000176,4.536
177,TEST_000177,5.748
178,TEST_000178,4.27
179,TEST_000179,7.245
180,TEST_000180,4.413
181,TEST_000181,3.857
182,TEST_000182,5.461
183,TEST_000183,4.061
184,TEST_000184,4.66
185,TEST_000185,4.502
186,TEST_000186,4.444
187,TEST_000187,4.427
188,TEST_000188,6.502
189,TEST_000189,3.963
190,TEST_000190,4.688
191,TEST_000191,4.516
192,TEST_000192,4.418
193,TEST_000193,5.07
194,TEST_000194,1.522
195,TEST_000195,1.702
196,TEST_000196,2.454
197,TEST_000197,1.447
198,TEST_000198,1.866
199,TEST_000199,1.694
200,TEST_000200,2.186
201,TEST_000201,1.922
202,TEST_000202,2.264
203,TEST_000203,1.692
204,TEST_000204,2.419
205,TEST_000205,1.803
206,TEST_000206,2.104
207,TEST_000207,2.162
208,TEST_000208,1.562
209,TEST_000209,1.381
210,TEST_000210,1.555
211,TEST_000211,1.174
212,TEST_000212,2.247
213,TEST_000213,2.034
214,TEST_000214,1.629
215,TEST_000215,1.422
216,TEST_000216,1.442
217,TEST_000217,1.651
218,TEST_000218,2.69
219,TEST_000219,2.275
220,TEST_000220,2.642
221,TEST_000221,2.671
222,TEST_000222,5.008
223,TEST_000223,6.876
224,TEST_000224,4.858
225,TEST_000225,6.69
226,TEST_000226,4.461
227,TEST_000227,4.723
228,TEST_000228,5.157
229,TEST_000229,4.388
230,TEST_000230,4.759
231,TEST_000231,3.651
232,TEST_000232,4.137
233,TEST_000233,4.117
234,TEST_000234,3.797
235,TEST_000235,4.256
236,TEST_000236,3.189
237,TEST_000237,6.211
238,TEST_000238,4.745
239,TEST_000239,4.129
240,TEST_000240,3.495
241,TEST_000241,4.022
242,TEST_000242,4.912
243,TEST_000243,5.302
244,TEST_000244,4.761
245,TEST_000245,4.364
246,TEST_000246,4.688
247,TEST_000247,4.497
248,TEST_000248,3.812
249,TEST_000249,4.77
250,TEST_000250,1.947
251,TEST_000251,2.093
252,TEST_000252,1.889
253,TEST_000253,2.756
254,TEST_000254,2.082
255,TEST_000255,1.66
256,TEST_000256,1.673
257,TEST_000257,2.215
258,TEST_000258,2.375
259,TEST_000259,1.766
260,TEST_000260,4.778
261,TEST_000261,3.756
262,TEST_000262,4.653
263,TEST_000263,4.475
264,TEST_000264,4.348
265,TEST_000265,4.088
266,TEST_000266,4.602
267,TEST_000267,4.114
268,TEST_000268,3.874
269,TEST_000269,4.883
270,TEST_000270,5.397
271,TEST_000271,6.096
272,TEST_000272,4.835
273,TEST_000273,3.811
274,TEST_000274,2.836
275,TEST_000275,2.978
276,TEST_000276,2.467
277,TEST_000277,2.286
278,TEST_000278,5.508
279,TEST_000279,3.02
280,TEST_000280,5.06
281,TEST_000281,3.088
282,TEST_000282,2.936
283,TEST_000283,2.575
284,TEST_000284,4.503
285,TEST_000285,2.685
286,TEST_000286,3.379
287,TEST_000287,2.762
288,TEST_000288,3.754
289,TEST_000289,3.735
290,TEST_000290,2.815
291,TEST_000291,3.102
292,TEST_000292,2.617
293,TEST_000293,5.22
294,TEST_000294,3.412
295,TEST_000295,3.639
296,TEST_000296,3.008
297,TEST_000297,3.017
298,TEST_000298,2.487
299,TEST_000299,2.975
300,TEST_000300,2.579
301,TEST_000301,3.677
302,TEST_000302,2.907
303,TEST_000303,3.011
304,TEST_000304,3.155
305,TEST_000305,3.706
306,TEST_000306,5.187
307,TEST_000307,5.106
308,TEST_000308,2.582
309,TEST_000309,4.004
310,TEST_000310,5.071
311,TEST_000311,2.334
312,TEST_000312,2.262
313,TEST_000313,2.386
314,TEST_000314,6.054
315,TEST_000315,5.865
316,TEST_000316,4.1
317,TEST_000317,4.296
318,TEST_000318,4.808
319,TEST_000319,3.206
320,TEST_000320,2.724
321,TEST_000321,2.908
322,TEST_000322,2.94
323,TEST_000323,2.784
324,TEST_000324,2.879
325,TEST_000325,3.267
326,TEST_000326,2.507
327,TEST_000327,2.766
328,TEST_000328,2.979
329,TEST_000329,2.964
330,TEST_000330,2.526
331,TEST_000331,2.559
332,TEST_000332,2.417
333,TEST_000333,2.732
334,TEST_000334,1.648
335,TEST_000335,2.873
336,TEST_000336,2.31
337,TEST_000337,2.218
338,TEST_000338,2.052
339,TEST_000339,2.782
340,TEST_000340,1.87
341,TEST_000341,2.233
342,TEST_000342,2.455
343,TEST_000343,3.147
344,TEST_000344,2.69
345,TEST_000345,2.615
346,TEST_000346,2.373
347,TEST_000347,2.199
348,TEST_000348,3.074
349,TEST_000349,2.634
350,TEST_000350,2.448
351,TEST_000351,2.399
352,TEST_000352,2.757
353,TEST_000353,2.265
354,TEST_000354,2.969
355,TEST_000355,3.084
356,TEST_000356,2.529
357,TEST_000357,1.971
358,TEST_000358,2.726
359,TEST_000359,2.309
360,TEST_000360,2.881
361,TEST_000361,2.927
362,TEST_000362,2.823
363,TEST_000363,2.99
364,TEST_000364,2.046
365,TEST_000365,4.83
366,TEST_000366,2.272
367,TEST_000367,1.724
368,TEST_000368,2.752
369,TEST_000369,2.193
370,TEST_000370,2.663
371,TEST_000371,3.243
372,TEST_000372,1.937
373,TEST_000373,2.49
374,TEST_000374,4.078
375,TEST_000375,2.122
376,TEST_000376,2.545
377,TEST_000377,2.491
378,TEST_000378,2.794
379,TEST_000379,2.189
380,TEST_000380,2.111
381,TEST_000381,2.285
382,TEST_000382,2.087
383,TEST_000383,2.494
384,TEST_000384,6.322
385,TEST_000385,6.102
386,TEST_000386,5.95
387,TEST_000387,6.314
388,TEST_000388,6.541
389,TEST_000389,5.415
390,TEST_000390,4.289
391,TEST_000391,4.689
392,TEST_000392,4.647
393,TEST_000393,4.679
394,TEST_000394,4.655
395,TEST_000395,4.117
396,TEST_000396,2.319
397,TEST_000397,2.404
398,TEST_000398,2.194
399,TEST_000399,2.424
