,ID,Book-Rating
0,TEST_000000,6.153
1,TEST_000001,6.274
2,TEST_000002,4.712
3,TEST_000003,4.519
4,TEST_000004,5.114
5,TEST_000005,5.351
6,TEST_000006,5.57
7,TEST_000007,4.032
8,TEST_000008,4.672
9,TEST_000009,4.468
10,TEST_000010,4.272
11,TEST_000011,5.777
12,TEST_000012,4.041
13,TEST_000013,4.32
14,TEST_000014,4.537
15,TEST_000015,4.94
16,TEST_000016,4.615
17,TEST_000017,2.742
18,TEST_000018,2.48
19,TEST_000019,8.307
20,TEST_000020,7.688
21,TEST_000021,4.341
22,TEST_000022,4.362
23,TEST_000023,7.939
24,TEST_000024,5.226
25,TEST_000025,4.359
26,TEST_000026,3.854
27,TEST_000027,2.89
28,TEST_000028,0.019
29,TEST_000029,3.31
30,TEST_000030,1.65
31,TEST_000031,-0.109
32,TEST_000032,0.123
33,TEST_000033,-0.026
34,TEST_000034,3.642
35,TEST_000035,4.659
36,TEST_000036,3.63
37,TEST_000037,4.865
38,TEST_000038,4.401
39,TEST_000039,3.978
40,TEST_000040,3.137
41,TEST_000041,0.867
42,TEST_000042,2.455
43,TEST_000043,4.203
44,TEST_000044,3.988
45,TEST_000045,3.776
46,TEST_000046,2.984
47,TEST_000047,4.806
48,TEST_000048,5.225
49,TEST_000049,4.223
50,TEST_000050,6.738
51,TEST_000051,3.865
52,TEST_000052,4.568
53,TEST_000053,3.225
54,TEST_000054,3.568
55,TEST_000055,3.483
56,TEST_000056,4.072
57,TEST_000057,4.658
58,TEST_000058,2.571
59,TEST_000059,2.26
60,TEST_000060,1.457
61,TEST_000061,1.458
62,TEST_000062,2.121
63,TEST_000063,2.07
64,TEST_000064,2.448
65,TEST_000065,3.611
66,TEST_000066,2.849
67,TEST_000067,4.271
68,TEST_000068,3.345
69,TEST_000069,5.048
70,TEST_000070,5.092
71,TEST_000071,2.77
72,TEST_000072,4.692
73,TEST_000073,3.535
74,TEST_000074,5.574
75,TEST_000075,3.301
76,TEST_000076,2.51
77,TEST_000077,2.275
78,TEST_000078,2.974
79,TEST_000079,3.036
80,TEST_000080,2.175
81,TEST_000081,2.81
82,TEST_000082,2.48
83,TEST_000083,2.669
84,TEST_000084,1.611
85,TEST_000085,2.763
86,TEST_000086,2.642
87,TEST_000087,2.139
88,TEST_000088,2.111
89,TEST_000089,2.785
90,TEST_000090,2.949
91,TEST_000091,3.494
92,TEST_000092,3.343
93,TEST_000093,2.796
94,TEST_000094,2.957
95,TEST_000095,3.525
96,TEST_000096,-0.188
97,TEST_000097,0.336
98,TEST_000098,4.424
99,TEST_000099,3.15
100,TEST_000100,1.693
101,TEST_000101,3.521
102,TEST_000102,6.316
103,TEST_000103,2.597
104,TEST_000104,5.299
105,TEST_000105,4.777
106,TEST_000106,4.457
107,TEST_000107,1.889
108,TEST_000108,3.997
109,TEST_000109,4.633
110,TEST_000110,2.846
111,TEST_000111,6.201
112,TEST_000112,3.577
113,TEST_000113,5.336
114,TEST_000114,3.797
115,TEST_000115,5.24
116,TEST_000116,3.465
117,TEST_000117,4.46
118,TEST_000118,5.733
119,TEST_000119,2.172
120,TEST_000120,5.033
121,TEST_000121,3.323
122,TEST_000122,4.379
123,TEST_000123,2.596
124,TEST_000124,4.476
125,TEST_000125,4.801
126,TEST_000126,2.829
127,TEST_000127,6.395
128,TEST_000128,4.586
129,TEST_000129,4.166
130,TEST_000130,2.448
131,TEST_000131,3.563
132,TEST_000132,2.916
133,TEST_000133,2.112
134,TEST_000134,3.806
135,TEST_000135,5.007
136,TEST_000136,5.978
137,TEST_000137,2.424
138,TEST_000138,5.578
139,TEST_000139,3.937
140,TEST_000140,4.129
141,TEST_000141,5.091
142,TEST_000142,4.237
143,TEST_000143,4.676
144,TEST_000144,4.847
145,TEST_000145,2.182
146,TEST_000146,3.864
147,TEST_000147,4.764
148,TEST_000148,4.446
149,TEST_000149,2.619
150,TEST_000150,5.062
151,TEST_000151,2.992
152,TEST_000152,5.044
153,TEST_000153,4.404
154,TEST_000154,6.576
155,TEST_000155,4.449
156,TEST_000156,5.863
157,TEST_000157,1.425
158,TEST_000158,3.131
159,TEST_000159,3.542
160,TEST_000160,5.176
161,TEST_000161,4.718
162,TEST_000162,6.144
163,TEST_000163,4.135
164,TEST_000164,3.732
165,TEST_000165,5.716
166,TEST_000166,5.418
167,TEST_000167,7.223
168,TEST_000168,4.999
169,TEST_000169,6.692
170,TEST_000170,4.282
171,TEST_000171,1.839
172,TEST_000172,3.633
173,TEST_000173,3.693
174,TEST_000174,5.149
175,TEST_000175,4.085
176,TEST_000176,4.397
177,TEST_000177,6.03
178,TEST_000178,5.304
179,TEST_000179,6.077
180,TEST_000180,3.968
181,TEST_000181,2.095
182,TEST_000182,6.967
183,TEST_000183,3.416
184,TEST_000184,3.752
185,TEST_000185,5.145
186,TEST_000186,4.421
187,TEST_000187,1.717
188,TEST_000188,4.51
189,TEST_000189,1.382
190,TEST_000190,5.712
191,TEST_000191,3.674
192,TEST_000192,3.959
193,TEST_000193,6.15
194,TEST_000194,1.305
195,TEST_000195,2.09
196,TEST_000196,2.387
197,TEST_000197,2.038
198,TEST_000198,2.513
199,TEST_000199,1.758
200,TEST_000200,2.515
201,TEST_000201,2.69
202,TEST_000202,2.392
203,TEST_000203,2.17
204,TEST_000204,2.132
205,TEST_000205,1.994
206,TEST_000206,2.679
207,TEST_000207,1.999
208,TEST_000208,2.102
209,TEST_000209,1.347
210,TEST_000210,1.404
211,TEST_000211,0.469
212,TEST_000212,2.67
213,TEST_000213,2.102
214,TEST_000214,1.037
215,TEST_000215,0.33
216,TEST_000216,0.606
217,TEST_000217,1.764
218,TEST_000218,4.339
219,TEST_000219,4.442
220,TEST_000220,2.736
221,TEST_000221,2.339
222,TEST_000222,4.723
223,TEST_000223,5.811
224,TEST_000224,3.794
225,TEST_000225,6.316
226,TEST_000226,4.281
227,TEST_000227,4.885
228,TEST_000228,4.508
229,TEST_000229,4.021
230,TEST_000230,4.199
