,ID,Book-Rating
0,TEST_000000,4.896
1,TEST_000001,5.884
2,TEST_000002,4.984
3,TEST_000003,5.236
4,TEST_000004,5.014
5,TEST_000005,4.928
6,TEST_000006,4.83
7,TEST_000007,4.086
8,TEST_000008,3.944
9,TEST_000009,4.176
10,TEST_000010,4.734
11,TEST_000011,4.606
12,TEST_000012,4.561
13,TEST_000013,4.447
14,TEST_000014,4.568
15,TEST_000015,4.767
16,TEST_000016,4.325
17,TEST_000017,2.736
18,TEST_000018,2.375
19,TEST_000019,7.277
20,TEST_000020,6.932
21,TEST_000021,4.13
22,TEST_000022,4.099
23,TEST_000023,7.142
24,TEST_000024,5.238
25,TEST_000025,4.969
26,TEST_000026,4.03
27,TEST_000027,3.009
28,TEST_000028,0.297
29,TEST_000029,2.838
30,TEST_000030,1.457
31,TEST_000031,0.27
32,TEST_000032,0.438
33,TEST_000033,0.404
34,TEST_000034,3.686
35,TEST_000035,4.412
36,TEST_000036,4.814
37,TEST_000037,4.719
38,TEST_000038,4.025
39,TEST_000039,4.219
40,TEST_000040,3.388
41,TEST_000041,2.071
42,TEST_000042,2.784
43,TEST_000043,3.077
44,TEST_000044,4.77
45,TEST_000045,3.82
46,TEST_000046,4.073
47,TEST_000047,5.23
48,TEST_000048,5.405
49,TEST_000049,4.104
50,TEST_000050,5.629
51,TEST_000051,3.968
52,TEST_000052,3.75
53,TEST_000053,3.655
54,TEST_000054,3.786
55,TEST_000055,3.885
56,TEST_000056,3.856
57,TEST_000057,4.466
58,TEST_000058,2.803
59,TEST_000059,2.463
60,TEST_000060,2.707
61,TEST_000061,2.343
62,TEST_000062,2.99
63,TEST_000063,2.486
64,TEST_000064,3.613
65,TEST_000065,4.527
66,TEST_000066,3.16
67,TEST_000067,4.251
68,TEST_000068,5.539
69,TEST_000069,4.164
70,TEST_000070,4.332
71,TEST_000071,3.408
72,TEST_000072,4.588
73,TEST_000073,3.803
74,TEST_000074,5.286
75,TEST_000075,3.619
76,TEST_000076,2.301
77,TEST_000077,2.624
78,TEST_000078,3.044
79,TEST_000079,2.795
80,TEST_000080,2.657
81,TEST_000081,2.56
82,TEST_000082,2.577
83,TEST_000083,2.678
84,TEST_000084,2.223
85,TEST_000085,2.702
86,TEST_000086,2.052
87,TEST_000087,2.691
88,TEST_000088,2.361
89,TEST_000089,2.896
90,TEST_000090,3.456
91,TEST_000091,2.774
92,TEST_000092,2.94
93,TEST_000093,2.838
94,TEST_000094,3.155
95,TEST_000095,2.887
96,TEST_000096,0.627
97,TEST_000097,0.732
98,TEST_000098,4.645
99,TEST_000099,4.17
100,TEST_000100,3.548
101,TEST_000101,4.718
102,TEST_000102,5.865
103,TEST_000103,3.916
104,TEST_000104,4.345
105,TEST_000105,4.376
106,TEST_000106,4.215
107,TEST_000107,3.053
108,TEST_000108,3.647
109,TEST_000109,4.112
110,TEST_000110,4.442
111,TEST_000111,4.536
112,TEST_000112,2.886
113,TEST_000113,4.511
114,TEST_000114,3.897
115,TEST_000115,5.277
116,TEST_000116,3.29
117,TEST_000117,4.511
118,TEST_000118,4.49
119,TEST_000119,2.974
120,TEST_000120,5.036
121,TEST_000121,4.198
122,TEST_000122,4.539
123,TEST_000123,4.015
124,TEST_000124,4.02
125,TEST_000125,5.156
126,TEST_000126,3.185
127,TEST_000127,5.039
128,TEST_000128,4.12
129,TEST_000129,4.151
130,TEST_000130,4.237
131,TEST_000131,3.441
132,TEST_000132,3.67
133,TEST_000133,2.815
134,TEST_000134,3.36
135,TEST_000135,4.93
136,TEST_000136,5.913
137,TEST_000137,3.238
138,TEST_000138,4.401
139,TEST_000139,3.968
140,TEST_000140,3.935
141,TEST_000141,4.898
142,TEST_000142,4.545
143,TEST_000143,3.99
144,TEST_000144,4.377
145,TEST_000145,3.536
146,TEST_000146,2.739
147,TEST_000147,4.617
148,TEST_000148,4.502
149,TEST_000149,3.216
150,TEST_000150,4.312
151,TEST_000151,3.432
152,TEST_000152,4.697
153,TEST_000153,4.507
154,TEST_000154,5.253
155,TEST_000155,4.74
156,TEST_000156,4.127
157,TEST_000157,3.071
158,TEST_000158,3.645
159,TEST_000159,4.338
160,TEST_000160,5.267
161,TEST_000161,4.419
