date,PM,temperature,direction,velocity,rain,humidity
01-01 00:00,,0.2290679304897314,0.1255555555555555,0.1227621483375959,0.0,0.733
01-01 01:00,0.068,0.2290679304897314,0.1222222222222222,0.1355498721227621,0.0,0.718
01-01 02:00,0.068,0.2259083728278041,0.1211111111111111,0.1329923273657289,0.0,0.6920000000000001
01-01 03:00,0.068,0.2385466034755134,0.0783333333333333,0.1125319693094629,0.0,0.6970000000000001
01-01 04:00,,0.2243285939968404,0.1302777777777777,0.1457800511508951,0.0,0.6839999999999999
01-01 05:00,,0.2227488151658767,0.1113888888888889,0.1329923273657289,0.0,0.711
01-01 06:00,,0.2195892575039494,0.1094444444444444,0.1406649616368286,0.0,0.758
01-01 07:00,,0.2274881516587678,0.1175,0.1202046035805626,0.0,0.714
01-01 08:00,0.04,0.2496050552922591,0.0997222222222222,0.1278772378516624,0.0,0.656
01-01 09:00,0.048,0.2669826224328594,0.0944444444444444,0.0920716112531969,0.0,0.648
01-01 10:00,0.036,0.2954186413902054,0.0677777777777777,0.0639386189258312,0.0,0.591
01-01 11:00,0.04,0.306477093206951,0.0416666666666666,0.1227621483375959,0.0,0.582
01-01 12:00,,0.311216429699842,0.0425,0.1278772378516624,0.0,0.568
01-01 13:00,,0.3175355450236967,0.0763888888888889,0.1048593350383631,0.0,0.56
01-01 14:00,,0.306477093206951,0.1536111111111111,0.0818414322250639,0.0,0.543
01-01 15:00,,0.3033175355450237,0.2188888888888888,0.0460358056265984,0.0,0.537
01-01 16:00,0.064,0.2812006319115324,0.2013888888888889,0.0537084398976982,0.0,0.525
01-01 17:00,0.06,0.2812006319115324,0.2383333333333333,0.0332480818414322,0.0,0.544
01-01 18:00,0.068,0.2906793048973144,0.3383333333333333,0.0639386189258312,0.0,0.5509999999999999
01-01 19:00,0.08,0.282780410742496,0.4277777777777778,0.0920716112531969,0.0,0.651
01-01 20:00,0.088,0.2812006319115324,0.4622222222222222,0.1048593350383631,0.0,0.619
01-01 21:00,0.076,0.296998420221169,0.4555555555555555,0.1074168797953964,0.0,0.698
01-01 22:00,0.072,0.3048973143759874,0.4602777777777778,0.0895140664961636,0.0,0.703
01-01 23:00,0.072,0.3127962085308057,0.46,0.1150895140664961,0.0,0.7370000000000001
01-02 00:00,0.08,0.3127962085308057,0.4597222222222222,0.1176470588235294,0.0,0.748
01-02 01:00,0.088,0.3175355450236967,0.4608333333333334,0.1253196930946291,0.0,0.7589999999999999
01-02 02:00,0.08,0.3270142180094787,0.4422222222222222,0.1227621483375959,0.0,0.7639999999999999
