date,PM,temperature,direction,velocity,rain,humidity
01-01 00:00,0.056,0.1737756714060031,0.2019444444444444,0.0230179028132992,0.0,0.828
01-01 01:00,0.06,0.1769352290679305,0.1686111111111111,0.0306905370843989,0.0,0.831
01-01 02:00,0.068,0.1800947867298578,0.0872222222222222,0.0332480818414322,0.0,0.7839999999999999
01-01 03:00,0.06,0.1785150078988941,0.0872222222222222,0.0255754475703324,0.0,0.745
01-01 04:00,0.068,0.1642969984202211,0.1138888888888888,0.0204603580562659,0.0,0.75
01-01 05:00,0.068,0.1421800947867298,0.1272222222222222,0.0332480818414322,0.0,0.808
01-01 06:00,0.088,0.1200631911532385,0.0,0.0076726342710997,0.0,0.8420000000000001
01-01 07:00,0.088,0.1500789889415481,0.3477777777777778,0.0204603580562659,0.0,0.7909999999999999
01-01 08:00,0.076,0.2148499210110584,0.3372222222222222,0.0153452685421994,0.0,0.642
01-01 09:00,0.104,0.2227488151658767,0.3763888888888889,0.0332480818414322,0.0,0.63
01-01 10:00,0.068,0.2464454976303317,0.4186111111111111,0.0306905370843989,0.0,0.596
01-01 11:00,0.068,0.278041074249605,0.5222222222222223,0.0306905370843989,0.0,0.568
01-01 12:00,0.064,0.2843601895734597,0.6988888888888889,0.0690537084398977,0.0,0.493
01-01 13:00,0.044,0.292259083728278,0.7038888888888889,0.0562659846547314,0.0,0.454
01-01 14:00,0.052,0.2954186413902054,0.6769444444444445,0.0434782608695652,0.0,0.3909999999999999
01-01 15:00,0.056,0.2875197472353871,0.6383333333333334,0.0332480818414322,0.0,0.471
01-01 16:00,0.06,0.2590837282780411,0.0,0.0025575447570332,0.0,0.566
01-01 17:00,0.056,0.2274881516587678,0.0,0.0102301790281329,0.0,0.6739999999999999
01-01 18:00,0.064,0.2290679304897314,0.0,0.0051150895140664,0.0,0.724
01-01 19:00,0.06,0.2464454976303317,0.848888888888889,0.0179028132992327,0.0,0.698
01-01 20:00,0.068,0.2511848341232228,0.0,0.0025575447570332,0.0,0.7000000000000001
01-01 21:00,0.088,0.2496050552922591,0.0,0.0025575447570332,0.0,0.6950000000000001
01-01 22:00,0.108,0.2527646129541864,0.0,0.0025575447570332,0.0,0.743
01-01 23:00,0.108,0.2559241706161137,0.0,0.0,0.0,0.74
01-02 00:00,0.112,0.2590837282780411,0.2308333333333333,0.0204603580562659,0.0,0.726
01-02 01:00,0.12,0.2622432859399684,0.2138888888888889,0.0179028132992327,0.0,0.7320000000000001
01-02 02:00,0.124,0.2575039494470774,0.0969444444444444,0.0204603580562659,0.0,0.78
01-02 03:00,0.12,0.2559241706161137,0.1072222222222222,0.0153452685421994,0.0,0.838
01-02 04:00,0.112,0.2590837282780411,0.2377777777777777,0.0204603580562659,0.0,0.8470000000000001
01-02 05:00,0.124,0.2590837282780411,0.2536111111111111,0.0204603580562659,0.0,0.859
01-02 06:00,0.136,0.2606635071090047,0.07,0.0179028132992327,0.0,0.8520000000000001
01-02 07:00,0.12,0.2717219589257504,0.2738888888888889,0.0204603580562659,0.0,0.836
01-02 08:00,0.136,0.2985781990521327,0.3011111111111111,0.0127877237851662,0.0,0.76
