iter	MultiClass
0	1.012141733
1	0.9439581669
2	0.8831338316
3	0.8205776605
4	0.7731647729
5	0.7203523936
6	0.6852133956
7	0.6470156629
8	0.6102296015
9	0.5798900133
10	0.5486136208
11	0.5240625948
12	0.4989872698
13	0.4734827539
14	0.453375779
15	0.4311403412
16	0.4147023594
17	0.3964291623
18	0.3773783315
19	0.3593911141
20	0.3445639686
21	0.3312142222
22	0.3190896768
23	0.3066914117
24	0.2939873107
25	0.2842654587
26	0.2734160422
27	0.2658293857
28	0.2579720383
29	0.248148225
30	0.2394159375
31	0.2346832197
32	0.2273402255
33	0.2206252432
34	0.212689058
35	0.2067178326
36	0.199656023
37	0.1948950573
38	0.1902431192
39	0.1858109354
40	0.1806687129
41	0.1762856744
42	0.1715394139
43	0.1668399854
44	0.16318189
45	0.1590675783
46	0.1545271012
47	0.1507107206
48	0.1472348942
49	0.1443762336
50	0.14130257
51	0.1386015213
52	0.1346334361
53	0.1324473193
54	0.1303534772
55	0.1277357247
56	0.1251486362
57	0.122214969
58	0.1202946324
59	0.1185124412
60	0.1167869969
61	0.1147492131
62	0.1124797207
63	0.1097903933
64	0.1082683651
65	0.1066938534
66	0.1049799089
67	0.1031733677
68	0.101601094
69	0.09990738071
70	0.09852082624
71	0.09665680184
72	0.09483634053
73	0.09372931653
74	0.09251527397
75	0.09130036107
76	0.09005307162
77	0.08829722776
78	0.08677911432
79	0.08532841498
80	0.08417074485
81	0.08270144375
82	0.08108149991
83	0.08023337345
84	0.07932893943
85	0.07842181571
86	0.07720644801
87	0.07626482257
88	0.07484541725
89	0.07390759738
90	0.07319926165
91	0.07217988978
92	0.07127881509
93	0.07022692761
94	0.06908829996
95	0.06811779541
96	0.06717595886
97	0.06649380542
98	0.06549984858
99	0.06450901922
100	0.06364581788
101	0.06297827741
102	0.06214393427
103	0.0612276623
104	0.06051397691
105	0.05998672529
106	0.05939401428
107	0.05854403494
108	0.05798468556
109	0.05720633776
110	0.05659953667
111	0.05587845592
112	0.05526128763
113	0.05462547325
114	0.05412006517
115	0.05357025522
116	0.0528588295
117	0.05241265477
118	0.05194234144
119	0.05123989883
120	0.05085648465
121	0.05041767091
122	0.04977773364
123	0.04913913858
124	0.04869064334
125	0.04808849581
126	0.04752120267
127	0.04692822574
128	0.04650749986
129	0.04616210841
130	0.04558624295
131	0.04510277535
132	0.04459085457
133	0.04419802996
134	0.0437803652
135	0.0434336346
136	0.04299502456
137	0.04260794026
138	0.04215206245
139	0.04167363444
140	0.04126825379
141	0.04087213966
142	0.04049822931
143	0.04018200669
144	0.03989908913
145	0.03955765999
146	0.03917804858
147	0.03883676677
148	0.03843121351
149	0.03810101789
150	0.03774486591
151	0.03746327112
152	0.03716731516
153	0.03674618565
154	0.03644734709
155	0.03614762374
156	0.03594237144
157	0.03560010942
158	0.03528977571
159	0.03490971179
160	0.03463686904
161	0.03433074447
162	0.03410013972
163	0.03379221332
164	0.0335675492
165	0.03328317047
166	0.03306080108
167	0.03272248477
168	0.03245202526
169	0.03223156474
170	0.03204837184
171	0.03181709433
172	0.03161008001
173	0.03139204841
174	0.03120285773
175	0.0309812698
176	0.03075239117
177	0.03056443667
178	0.0303364336
179	0.03015468679
180	0.02992568586
181	0.02973598936
182	0.02952337229
183	0.0292996014
184	0.02911125722
185	0.02895317722
186	0.02874648662
187	0.02847261755
188	0.02830840708
189	0.02813239583
190	0.02796094949
191	0.02783725208
192	0.02766967359
193	0.02755394901
194	0.02743623373
195	0.02726409127
196	0.02707388067
197	0.02693483575
198	0.02673759014
199	0.02660320643
200	0.02648240565
201	0.02630612805
202	0.02616181298
203	0.02599003815
204	0.02588052009
205	0.0257233013
206	0.02559673695
207	0.02543446035
208	0.02524769412
209	0.02511033988
210	0.02499766974
211	0.02481992037
212	0.02468318833
213	0.0245021465
214	0.0244171946
215	0.02428741305
216	0.02415191935
217	0.02404064015
218	0.02390437545
219	0.02379519616
220	0.02364667684
221	0.0234943995
222	0.02331783315
223	0.02318915372
224	0.02308971918
225	0.02296984001
226	0.02284646112
227	0.02271980264
228	0.02263836921
229	0.0225279231
230	0.0223924432
231	0.02230144038
232	0.0221984331
233	0.02210478872
234	0.02196005233
235	0.02186534169
236	0.02174646031
237	0.02161672996
238	0.02150230052
239	0.02137095773
240	0.02127695309
241	0.02119383956
242	0.02109719101
243	0.02100402367
244	0.02089895744
245	0.02081317458
246	0.02071781583
247	0.02060666738
248	0.0205079296
249	0.02041801208
250	0.02034379483
251	0.02024895461
252	0.02014620495
253	0.02008172458
254	0.01996873254
255	0.01987120297
256	0.01977788029
257	0.0196968574
258	0.01961173401
259	0.0195202302
260	0.01943468711
261	0.0193278047
262	0.01922765534
263	0.01913785035
264	0.01905946974
265	0.0190093671
266	0.01893092819
267	0.01885123298
268	0.01878124899
269	0.01870697644
270	0.018616207
271	0.01852496076
272	0.01843973205
273	0.0183700508
274	0.01828498753
275	0.01821708239
276	0.01815635213
277	0.01808093211
278	0.01797816844
279	0.01791893355
280	0.01784546932
281	0.01777250946
282	0.01771571274
283	0.01763428858
284	0.01755588251
285	0.01747780724
286	0.01739394149
287	0.01733151129
288	0.01727279442
289	0.01720944242
290	0.01713877088
291	0.01708177991
292	0.01702254746
293	0.01697232323
294	0.01690492835
295	0.0168219299
296	0.01675521278
297	0.01668754973
298	0.01661366104
299	0.01656165894
300	0.01649785205
301	0.01641734941
302	0.01634929369
303	0.01629979602
304	0.01625401086
305	0.01619557617
306	0.01613546125
307	0.01607133914
308	0.0160092159
309	0.01594729177
310	0.01588990064
311	0.01583757595
312	0.01578317378
313	0.01570782582
314	0.01566675941
315	0.01560833494
316	0.01555018563
317	0.01549388653
318	0.01543962588
319	0.01538214786
320	0.01533261814
321	0.01527492334
322	0.01522980463
323	0.01518194367
324	0.01513422927
325	0.0150744922
326	0.01502115331
327	0.01493691509
328	0.01489537471
329	0.01483174964
330	0.01477815546
331	0.01471934704
332	0.01464533794
333	0.01460095096
334	0.01456198499
335	0.01451188023
336	0.01445578785
337	0.01440746709
338	0.01436272256
339	0.01431800788
340	0.01426088483
